AGE,EDUCATION,REVOKED,CLM_AMT,CAR_AGE,driverExperience,licenceType
45,High School,No,117,8,29,Full
37,Masters,No,4549,13,20,Full
45,Masters,No,94,17,26,Full
47,Masters,No,110,16,25,Full
42,Masters,No,106,12,23,Full
47,Bachelor,No,108,4,30,Full
31,Bachelor,No,105,12,12,Full
45,Bachelor,No,102,7,26,Full
37,Masters,No,92,23,17,Full
33,Bachelor,No,100,7,14,Full
47,Bachelor,No,90,13,30,Full
38,High School,No,123,1,21,Full
33,Bachelor,No,88,9,12,Full
46,Bachelor,No,6542,8,25,Full
38,High School,Yes,3897,6,16,Full
55,Bachelor,Yes,6113,5,39,Full
55,Masters,No,100,18,37,Full
38,High School,No,116,1,21,Full
31,Bachelor,No,104,10,12,Full
48,Masters,No,4751,12,27,Full
30,Masters,No,105,20,9,Full
46,Bachelor,No,111,14,30,Full
42,Masters,No,7311,11,22,Full
44,PhD,No,99,14,22,Full
36,Bachelor,No,5396,13,15,Full
43,High School,No,91,10,27,Full
53,Masters,No,109,24,34,Full
45,PhD,No,105,5,28,Full
41,High School,No,4720,1,19,Full
46,Masters,No,103,14,24,Full
35,High School,No,91,7,19,Full
43,Bachelor,No,101,10,21,Full
43,High School,No,96,1,24,Full
41,High School,No,106,6,21,Full
47,High School,No,2601,9,26,Full
49,Masters,No,101,15,33,Full
40,Masters,No,99,14,21,Full
38,High School,No,7534,1,20,Full
45,High School,No,105,1,28,Full
39,Masters,No,103,15,20,Full
52,PhD,No,19867,14,34,Full
37,High School,No,97,7,20,Full
44,Masters,No,3929,12,23,Full
57,PhD,No,101,9,40,Full
51,High School,No,104,1,34,Full
49,Bachelor,No,97,7,31,Full
40,Masters,No,108,10,24,Full
48,High School,No,115,1,27,Full
33,High School,No,45338,8,15,Full
46,Bachelor,Yes,97,15,24,Full
32,High School,No,4307,6,14,Full
36,Bachelor,Yes,99,9,17,Full
39,High School,No,106,10,20,Full
53,High School,No,89,10,33,Full
46,PhD,No,96,12,28,Full
63,Bachelor,No,109,1,45,Full
47,Bachelor,No,98,13,27,Full
43,Masters,No,106,9,25,Full
46,Masters,Yes,96,13,28,Full
55,Masters,No,104,5,35,Full
45,Masters,Yes,107,12,25,Full
45,Bachelor,No,4974,9,25,Full
50,PhD,No,96,10,33,Full
55,Bachelor,No,103,11,36,Full
26,High School,No,8697,1,6,Full
57,High School,Yes,6255,1,40,Full
38,Bachelor,No,94,17,17,Full
48,Bachelor,No,114,7,29,Full
55,Masters,No,100,13,35,Full
52,High School,Yes,102,1,31,Full
54,Bachelor,No,99,8,36,Full
44,High School,No,98,9,26,Full
39,High School,No,105,1,20,Full
40,High School,No,108,7,24,Full
62,High School,No,101,11,43,Full
50,High School,No,107,1,33,Full
55,PhD,No,97,15,37,Full
46,High School,No,97,8,25,Full
40,High School,No,5143,1,19,Full
45,High School,Yes,97,1,27,Full
39,Bachelor,No,100,11,19,Full
30,Bachelor,No,97,13,13,Full
53,Masters,No,97,19,31,Full
36,High School,No,2899,11,20,Full
49,Masters,No,101,15,32,Full
45,Masters,No,99,16,28,Full
45,High School,No,106,6,28,Full
39,High School,No,106,1,22,Full
53,Masters,No,108,15,37,Full
37,High School,Yes,4813,7,20,Full
38,High School,No,2827,6,16,Full
45,PhD,No,104,16,23,Full
42,Masters,No,95,8,20,Full
47,High School,No,101,8,31,Full
66,Bachelor,No,95,13,44,Full
44,Masters,No,108,10,25,Full
39,Masters,Yes,2424,15,18,Full
50,High School,No,15562,4,33,Full
53,High School,No,101,1,31,Full
31,Masters,No,96,18,11,Full
33,High School,No,4729,1,17,Full
43,Bachelor,No,105,7,22,Full
35,High School,No,5583,1,14,Full
49,PhD,No,96,22,27,Full
42,High School,No,7293,7,26,Full
61,Bachelor,No,6284,6,39,Full
48,High School,No,96,7,27,Full
43,Bachelor,Yes,2524,7,26,Full
49,PhD,No,112,16,27,Full
29,Bachelor,No,5388,10,9,Full
56,High School,No,4364,5,35,Full
53,Masters,No,98,12,32,Full
51,High School,No,99,14,31,Full
45,Masters,No,95,16,28,Full
43,Bachelor,No,113,8,23,Full
56,Bachelor,No,94,8,40,Full
58,High School,No,5089,10,37,Full
45,High School,No,98,11,23,Full
52,High School,No,103,1,35,Full
50,PhD,No,94,15,33,Full
42,Bachelor,No,107,5,25,Full
44,High School,No,3262,5,25,Full
48,High School,No,101,1,31,Full
45,High School,No,5822,8,27,Full
41,High School,No,4506,1,19,Full
46,High School,No,106,14,28,Full
36,High School,Yes,104,7,20,Full
44,High School,Yes,108,1,25,Full
61,Masters,No,3242,1,39,Full
30,High School,No,3246,1,11,Full
48,Bachelor,No,102,11,28,Full
41,High School,No,110,1,24,Full
42,Masters,No,96,15,24,Full
43,High School,No,103,1,24,Full
50,Masters,No,96,20,32,Full
34,High School,No,108,9,12,Full
40,Bachelor,No,91,14,18,Full
44,Masters,No,115,16,26,Full
32,High School,No,102,8,15,Full
50,Masters,No,3565,14,32,Full
39,Bachelor,Yes,3651,9,23,Full
66,Masters,No,103,15,50,Full
44,Bachelor,Yes,1496,9,25,Full
51,Masters,No,120,17,29,Full
31,Bachelor,No,6145,3,12,Full
41,Masters,No,6571,15,21,Full
44,High School,No,105,1,26,Full
22,High School,No,3667,1,3,P2
57,Bachelor,No,12072,9,40,Full
58,Masters,No,4909,1,39,Full
51,High School,No,6581,4,35,Full
53,High School,No,98,5,35,Full
49,High School,No,94,9,33,Full
41,Masters,No,110,10,22,Full
49,Bachelor,No,3930,13,27,Full
49,High School,No,92,10,30,Full
47,High School,No,105,7,31,Full
32,High School,No,6597,7,11,Full
40,High School,No,2598,8,20,Full
45,High School,No,7407,1,25,Full
56,PhD,No,106,1,37,Full
48,PhD,No,107,19,28,Full
40,High School,Yes,98,6,24,Full
36,High School,No,102,1,18,Full
54,Masters,Yes,109,15,35,Full
34,PhD,No,106,14,17,Full
41,Masters,No,2723,25,20,Full
56,High School,No,103,1,36,Full
44,High School,No,3136,1,24,Full
30,Bachelor,Yes,4517,14,13,Full
32,High School,No,97,1,11,Full
46,PhD,No,102,13,29,Full
63,High School,No,108,1,42,Full
67,Masters,No,96,12,51,Full
43,High School,No,105,1,22,Full
33,Bachelor,No,3807,4,17,Full
44,Bachelor,Yes,110,7,24,Full
36,Bachelor,No,105,10,15,Full
46,Bachelor,No,99,11,28,Full
48,Masters,No,100,13,32,Full
38,Bachelor,No,4018,8,17,Full
54,PhD,No,98,15,38,Full
55,Bachelor,No,110,3,33,Full
32,PhD,No,93,11,13,Full
42,Bachelor,No,106,1,21,Full
73,PhD,No,4805,20,54,Full
31,High School,No,3146,1,15,Full
49,High School,No,91,7,31,Full
55,PhD,No,96,18,33,Full
37,High School,No,1245,1,17,Full
39,Bachelor,No,105,1,22,Full
35,High School,No,105,1,14,Full
35,High School,No,960,9,19,Full
57,Masters,No,97,19,39,Full
49,PhD,No,103,10,27,Full
59,High School,No,97,1,41,Full
58,Masters,No,28706,18,40,Full
47,High School,No,95,7,31,Full
60,PhD,No,99,19,38,Full
43,High School,No,109,1,27,Full
46,Bachelor,No,102,13,25,Full
45,High School,No,109,1,24,Full
47,High School,Yes,1533,1,29,Full
47,Masters,No,106,25,29,Full
33,Bachelor,No,105,15,11,Full
47,Bachelor,No,94,11,26,Full
46,Bachelor,No,104,6,30,Full
36,High School,No,4649,1,16,Full
43,Masters,No,97,18,27,Full
48,High School,No,1593,1,29,Full
27,Masters,No,3329,19,9,Full
35,High School,No,96,1,15,Full
36,Masters,No,88,19,14,Full
35,Masters,No,94,16,18,Full
37,High School,No,104,1,21,Full
41,Bachelor,No,90,10,23,Full
54,PhD,No,97,16,38,Full
49,Masters,No,107,6,32,Full
42,Masters,No,96,13,26,Full
43,Masters,No,4017,11,23,Full
54,Bachelor,Yes,5982,1,37,Full
42,High School,No,3702,11,23,Full
38,Bachelor,No,94,12,16,Full
34,High School,No,100,5,15,Full
40,Bachelor,No,105,7,18,Full
49,PhD,No,98,15,31,Full
39,Bachelor,Yes,91,11,20,Full
46,High School,No,102,1,30,Full
51,Masters,No,107,11,31,Full
47,Bachelor,No,97,11,28,Full
53,High School,No,7261,1,35,Full
50,High School,No,113,1,28,Full
56,Bachelor,No,108,8,40,Full
43,High School,Yes,97,6,25,Full
40,PhD,No,104,14,22,Full
64,Bachelor,No,93,11,44,Full
30,Masters,No,105,17,9,Full
61,PhD,No,106,16,41,Full
52,High School,No,85,11,34,Full
44,High School,No,112,1,26,Full
48,High School,No,112,1,29,Full
44,Bachelor,No,110,10,25,Full
50,Bachelor,No,99,13,33,Full
48,Masters,Yes,108,15,27,Full
42,Masters,No,100,14,22,Full
52,Masters,No,9187,18,31,Full
51,High School,No,103,7,32,Full
51,High School,No,104,4,29,Full
48,High School,Yes,104,1,30,Full
35,High School,No,101,6,16,Full
37,Bachelor,Yes,95,8,15,Full
35,High School,No,107,8,13,Full
39,Masters,No,104,1,22,Full
34,High School,No,97,5,15,Full
39,High School,No,110,7,17,Full
44,Bachelor,No,116,8,26,Full
28,Masters,Yes,1333,11,6,Full
59,PhD,Yes,6290,20,40,Full
43,PhD,No,96,16,24,Full
39,High School,No,112,1,19,Full
31,Bachelor,No,102,12,11,Full
45,PhD,No,101,17,23,Full
40,Bachelor,No,111,6,23,Full
40,Bachelor,No,111,5,23,Full
49,PhD,No,3237,14,30,Full
44,Bachelor,No,104,8,24,Full
49,Bachelor,No,104,5,29,Full
37,Masters,No,96,9,18,Full
43,High School,No,26699,2,22,Full
33,High School,No,2421,1,13,Full
62,Masters,No,94,18,46,Full
53,Masters,No,6857,18,35,Full
43,High School,No,106,1,22,Full
40,PhD,No,3348,14,18,Full
52,Masters,No,109,12,36,Full
40,High School,No,118,1,24,Full
48,High School,No,114,1,32,Full
44,High School,No,97,6,24,Full
36,High School,No,2327,1,17,Full
55,PhD,No,1850,19,34,Full
42,Masters,No,102,16,21,Full
38,Masters,No,103,1,17,Full
33,High School,No,17043,6,16,Full
35,Bachelor,Yes,24494,12,13,Full
39,High School,Yes,856,10,21,Full
49,Masters,No,109,16,31,Full
35,High School,No,119,7,19,Full
58,Bachelor,No,108,13,41,Full
67,PhD,No,9663,1,48,Full
32,Bachelor,No,110,6,15,Full
51,High School,Yes,5837,9,34,Full
34,High School,No,95,8,16,Full
35,High School,No,105,1,15,Full
44,Masters,No,1762,13,28,Full
51,High School,No,108,1,31,Full
56,PhD,No,106,9,34,Full
46,High School,No,106,7,25,Full
52,High School,No,3375,7,34,Full
44,High School,Yes,107,5,27,Full
46,Masters,No,109,6,30,Full
45,High School,No,107,4,26,Full
56,Bachelor,No,3783,13,37,Full
47,PhD,No,91,11,30,Full
47,PhD,No,103,11,27,Full
36,High School,No,1630,1,16,Full
51,Bachelor,Yes,100,10,35,Full
38,High School,Yes,93,10,17,Full
52,PhD,No,97,15,34,Full
56,High School,No,105,1,36,Full
37,Masters,No,94,15,18,Full
46,High School,No,5567,1,27,Full
50,High School,No,119,11,31,Full
44,PhD,No,96,23,23,Full
32,Bachelor,No,115,12,12,Full
43,High School,No,101,9,26,Full
37,Bachelor,No,1834,6,15,Full
59,High School,No,5850,8,39,Full
37,PhD,No,97,14,17,Full
32,Bachelor,No,2940,10,16,Full
45,Bachelor,No,123,10,27,Full
41,High School,No,5588,7,20,Full
49,High School,No,99,7,29,Full
52,Masters,No,101,14,32,Full
51,PhD,No,106,19,33,Full
63,Masters,No,107,5,44,Full
47,Bachelor,No,95,13,26,Full
58,Bachelor,No,103,4,40,Full
50,Masters,No,104,6,28,Full
49,PhD,No,101,14,29,Full
37,High School,No,104,7,20,Full
54,Masters,No,97,14,38,Full
29,Masters,No,1042,12,13,Full
47,High School,No,99,1,29,Full
48,High School,Yes,97,8,30,Full
25,High School,No,5173,9,6,Full
44,Bachelor,No,125,1,28,Full
43,Masters,No,96,16,25,Full
65,High School,Yes,98,1,43,Full
30,High School,No,101,8,9,Full
51,High School,No,100,1,31,Full
47,High School,No,97,1,27,Full
27,High School,No,25695,1,10,Full
37,Bachelor,No,102,5,15,Full
64,Masters,No,103,16,43,Full
35,High School,No,99,8,18,Full
33,High School,No,4436,5,12,Full
46,High School,No,1493,1,28,Full
56,PhD,No,3752,13,37,Full
32,Masters,No,3900,25,13,Full
46,High School,No,116,7,27,Full
48,Bachelor,No,97,11,27,Full
52,Bachelor,No,109,9,33,Full
53,High School,No,2002,9,37,Full
37,High School,No,3742,1,15,Full
42,High School,No,94,11,21,Full
35,High School,No,108,9,14,Full
40,High School,No,97,6,21,Full
32,High School,No,112,1,15,Full
47,High School,No,10145,1,26,Full
61,Masters,No,99,12,44,Full
49,Bachelor,No,106,9,28,Full
45,High School,Yes,2921,1,29,Full
52,PhD,No,96,22,34,Full
47,High School,No,4376,9,27,Full
41,High School,No,89,8,24,Full
53,High School,No,106,9,36,Full
56,High School,No,4281,10,35,Full
51,Bachelor,No,104,7,35,Full
46,High School,Yes,92,1,29,Full
45,Bachelor,No,29613,10,25,Full
43,High School,No,1431,1,21,Full
51,Bachelor,Yes,114,7,35,Full
36,Bachelor,No,2722,10,17,Full
54,High School,No,5509,7,35,Full
53,High School,No,111,8,34,Full
48,High School,No,4002,5,28,Full
31,High School,Yes,18883,9,13,Full
41,High School,No,3183,6,24,Full
44,Masters,No,109,11,24,Full
54,Masters,No,110,15,36,Full
48,Bachelor,No,100,9,32,Full
41,High School,No,102,9,21,Full
57,PhD,No,96,10,35,Full
41,Bachelor,No,95,8,25,Full
60,Masters,No,94,14,42,Full
33,Masters,No,102,21,13,Full
34,High School,No,111,1,17,Full
42,PhD,No,101,10,24,Full
58,Masters,Yes,98,11,41,Full
59,Masters,No,4276,16,43,Full
33,High School,No,122,1,16,Full
47,Bachelor,No,107,12,25,Full
42,High School,No,6050,7,22,Full
50,High School,No,86,12,28,Full
40,Bachelor,Yes,104,8,20,Full
32,High School,Yes,1398,1,13,Full
54,Bachelor,No,99,11,33,Full
22,Bachelor,No,3225,10,5,Full
63,Masters,No,102,17,44,Full
34,High School,No,97,1,12,Full
41,PhD,No,93,15,23,Full
42,High School,No,103,1,26,Full
23,Masters,No,6188,16,5,Full
60,High School,Yes,2132,1,38,Full
45,Bachelor,No,104,12,24,Full
44,High School,No,4961,9,22,Full
36,High School,No,19785,5,14,Full
52,Bachelor,No,104,8,36,Full
37,Masters,No,107,13,16,Full
43,High School,No,3568,4,26,Full
34,Masters,No,103,11,14,Full
42,PhD,No,3501,1,25,Full
45,Bachelor,No,107,7,29,Full
49,PhD,No,2793,12,30,Full
55,PhD,No,101,12,39,Full
52,Masters,No,98,12,33,Full
47,High School,No,863,9,29,Full
52,Masters,No,1748,18,30,Full
48,High School,Yes,103,1,28,Full
61,High School,No,97,1,43,Full
33,High School,No,29738,1,11,Full
43,High School,No,99,1,26,Full
48,Bachelor,No,105,5,27,Full
30,High School,No,755,8,11,Full
39,High School,No,91,8,20,Full
45,Bachelor,No,3619,8,27,Full
52,Masters,No,96,12,32,Full
41,High School,Yes,1205,8,21,Full
59,High School,No,100,7,41,Full
44,High School,No,110,1,22,Full
49,Masters,No,105,14,29,Full
41,High School,No,105,1,24,Full
37,High School,No,39672,1,16,Full
60,High School,No,3292,8,44,Full
38,Bachelor,No,112,11,19,Full
64,Masters,No,32038,7,42,Full
40,High School,No,111,1,19,Full
40,High School,Yes,3263,5,21,Full
45,High School,No,3091,1,26,Full
43,Bachelor,No,100,13,27,Full
31,Bachelor,No,92,11,9,Full
53,PhD,Yes,106,3,31,Full
48,High School,No,104,1,31,Full
50,PhD,No,116,16,32,Full
39,High School,Yes,97,1,19,Full
67,Bachelor,No,106,6,47,Full
42,Masters,Yes,3670,12,26,Full
38,Bachelor,No,97,7,19,Full
48,Masters,No,108,14,28,Full
47,High School,Yes,6801,3,29,Full
35,High School,No,103,5,15,Full
44,PhD,No,101,18,25,Full
40,High School,No,101,1,19,Full
43,Masters,No,118,17,21,Full
16,High School,No,44916,7,-2,Ls
50,PhD,No,97,9,31,Full
30,Bachelor,No,111,1,11,Full
55,PhD,No,104,16,33,Full
37,High School,No,103,7,21,Full
49,PhD,Yes,106,9,30,Full
55,Masters,No,99,15,37,Full
43,High School,No,97,7,27,Full
38,High School,No,124,4,22,Full
44,High School,No,108,11,22,Full
35,Bachelor,No,103,8,17,Full
46,High School,No,107,1,30,Full
46,PhD,No,98,15,28,Full
47,High School,No,102,1,25,Full
33,High School,No,3158,2,13,Full
48,High School,Yes,101,1,32,Full
49,High School,No,4052,1,27,Full
34,Bachelor,No,107,1,14,Full
35,Masters,Yes,94,17,19,Full
50,PhD,No,96,15,31,Full
41,Masters,No,105,1,20,Full
50,High School,No,113,1,28,Full
37,Masters,No,98,14,19,Full
43,PhD,No,107,17,24,Full
40,Bachelor,No,107,14,18,Full
52,High School,No,1145,1,30,Full
39,Bachelor,No,123,6,17,Full
54,Bachelor,No,99,1,34,Full
49,Bachelor,No,98,10,31,Full
38,High School,No,5064,11,20,Full
49,High School,No,102,1,28,Full
36,High School,No,2557,4,16,Full
32,High School,Yes,109,8,14,Full
58,Masters,No,94,12,36,Full
37,Bachelor,No,93,16,19,Full
50,PhD,Yes,100,19,28,Full
51,PhD,No,96,14,35,Full
39,PhD,Yes,2474,13,22,Full
42,High School,No,4847,1,23,Full
66,PhD,No,99,15,49,Full
50,Bachelor,No,3499,9,32,Full
38,Bachelor,No,96,11,17,Full
50,Bachelor,No,100,14,29,Full
56,High School,No,111,1,39,Full
54,High School,No,114,5,33,Full
55,Bachelor,No,6325,8,34,Full
44,Masters,Yes,108,7,28,Full
47,Masters,No,96,19,27,Full
27,High School,No,5374,8,7,Full
27,Masters,No,4032,16,10,Full
50,Bachelor,No,101,11,34,Full
43,Bachelor,No,109,11,22,Full
46,Masters,No,100,22,25,Full
48,High School,No,1870,10,28,Full
44,High School,Yes,110,5,22,Full
43,High School,No,110,1,26,Full
47,High School,No,111,5,30,Full
46,High School,Yes,104,1,27,Full
63,Masters,No,106,12,47,Full
46,Masters,No,100,15,27,Full
47,Bachelor,No,117,1,30,Full
44,Bachelor,No,95,12,25,Full
39,High School,Yes,104,9,18,Full
55,High School,No,116,7,36,Full
46,Bachelor,No,101,6,29,Full
58,Masters,No,2478,12,38,Full
52,Bachelor,No,5250,7,34,Full
46,Masters,Yes,110,11,24,Full
49,High School,Yes,5157,11,29,Full
28,High School,No,97,7,7,Full
43,Bachelor,No,110,11,21,Full
38,High School,No,102,9,22,Full
36,Bachelor,No,115,7,16,Full
32,Masters,No,114,6,11,Full
42,Bachelor,No,114,6,25,Full
40,High School,No,93,7,21,Full
56,High School,No,102,1,40,Full
53,Bachelor,No,102,7,37,Full
44,High School,No,96,14,28,Full
42,High School,No,3336,7,23,Full
41,Bachelor,Yes,2541,13,19,Full
34,Masters,No,93,13,13,Full
27,Bachelor,No,1858,8,7,Full
40,High School,No,108,6,21,Full
47,Bachelor,No,106,9,26,Full
49,High School,No,108,1,31,Full
53,PhD,No,106,3,37,Full
42,High School,No,113,5,25,Full
54,PhD,No,99,16,35,Full
33,High School,No,2298,1,11,Full
34,High School,Yes,3663,1,18,Full
60,Bachelor,No,4390,4,41,Full
41,High School,No,102,8,20,Full
50,PhD,No,99,26,31,Full
44,Masters,No,99,16,24,Full
41,Masters,No,98,18,22,Full
51,High School,No,109,1,30,Full
51,Masters,Yes,102,9,34,Full
52,Masters,No,110,19,34,Full
44,High School,No,101,1,26,Full
44,Bachelor,No,98,15,25,Full
35,High School,No,4412,1,16,Full
47,High School,No,6315,10,25,Full
38,High School,No,94,4,16,Full
48,Masters,No,102,16,29,Full
51,High School,No,91,8,33,Full
51,Bachelor,No,118,13,30,Full
45,Masters,No,4905,14,23,Full
48,High School,No,104,1,27,Full
42,High School,No,96,6,23,Full
47,High School,No,99,1,26,Full
61,High School,No,2856,1,41,Full
49,High School,No,99,7,30,Full
46,PhD,No,103,16,29,Full
50,Bachelor,No,108,5,33,Full
32,High School,Yes,109,1,14,Full
46,Bachelor,No,101,5,29,Full
44,Bachelor,No,93,8,26,Full
40,High School,No,122,7,19,Full
43,High School,Yes,7865,8,26,Full
32,High School,No,1718,1,14,Full
32,High School,No,107,1,16,Full
48,Masters,No,97,18,31,Full
37,High School,No,110,1,16,Full
29,High School,Yes,104,11,10,Full
32,High School,No,2357,1,14,Full
48,High School,No,97,7,30,Full
35,Bachelor,No,98,1,15,Full
44,Masters,No,98,9,28,Full
51,Bachelor,Yes,101,11,35,Full
41,Bachelor,No,5900,9,20,Full
40,High School,Yes,102,6,19,Full
36,High School,No,112,4,14,Full
49,Bachelor,No,114,16,30,Full
49,Masters,No,115,10,31,Full
39,Bachelor,No,100,10,17,Full
28,Bachelor,No,108,4,12,Full
45,Bachelor,Yes,3642,13,29,Full
46,Masters,No,100,15,26,Full
41,High School,No,106,1,20,Full
60,High School,No,120,7,41,Full
40,Bachelor,No,102,9,19,Full
41,Masters,No,3625,14,22,Full
43,High School,No,1144,1,21,Full
46,Bachelor,No,90,9,30,Full
57,Masters,No,3752,17,40,Full
45,High School,No,45987,7,25,Full
45,Bachelor,No,116,1,28,Full
44,High School,No,105,1,24,Full
45,High School,No,106,11,28,Full
47,Bachelor,No,878,16,28,Full
40,High School,No,105,1,19,Full
33,High School,No,106,10,12,Full
39,High School,No,7628,1,18,Full
35,High School,No,102,7,17,Full
31,Bachelor,No,4036,9,12,Full
42,High School,Yes,101,1,26,Full
55,Masters,No,103,5,38,Full
50,Bachelor,No,6892,12,29,Full
39,Masters,No,102,17,23,Full
34,High School,No,5059,7,15,Full
39,High School,No,106,1,18,Full
60,Bachelor,No,100,11,43,Full
48,Bachelor,No,91,11,28,Full
31,High School,No,102,7,9,Full
43,High School,No,991,1,25,Full
44,PhD,No,112,10,23,Full
28,High School,No,115,5,9,Full
55,High School,No,105,1,36,Full
41,High School,No,5579,1,23,Full
40,High School,No,4080,8,21,Full
38,Masters,No,105,1,16,Full
45,High School,No,102,1,28,Full
40,High School,No,5674,6,23,Full
40,High School,No,90,11,21,Full
46,Masters,No,98,16,24,Full
53,High School,No,112,1,36,Full
23,High School,No,123,5,4,P2
38,Masters,No,96,11,17,Full
46,PhD,No,99,16,27,Full
59,Bachelor,No,102,13,37,Full
44,High School,Yes,2240,1,24,Full
60,PhD,No,4104,14,38,Full
53,PhD,No,99,20,31,Full
43,High School,No,96,6,25,Full
30,High School,No,110,6,13,Full
65,Masters,No,100,19,47,Full
44,PhD,No,6916,19,23,Full
35,High School,No,4522,7,15,Full
39,High School,No,106,5,17,Full
46,Bachelor,No,92,12,30,Full
48,Masters,No,109,21,29,Full
44,High School,No,3694,9,22,Full
40,High School,No,7205,6,23,Full
51,High School,No,92,7,35,Full
57,PhD,No,99,18,35,Full
30,High School,Yes,105,1,14,Full
57,High School,Yes,2870,8,40,Full
54,Masters,No,106,13,33,Full
43,High School,No,107,7,21,Full
35,High School,No,95,9,13,Full
45,Bachelor,No,111,7,29,Full
49,PhD,Yes,98,9,28,Full
30,High School,Yes,97,10,9,Full
41,High School,Yes,97,1,19,Full
49,Bachelor,No,96,13,30,Full
50,Bachelor,No,104,12,29,Full
51,Bachelor,No,90,14,30,Full
53,Bachelor,No,107,8,34,Full
40,High School,No,124,1,19,Full
61,Bachelor,Yes,4447,11,42,Full
52,Bachelor,No,98,9,32,Full
41,High School,No,105,6,25,Full
48,High School,No,104,1,29,Full
42,High School,No,110,10,22,Full
51,High School,Yes,1937,1,32,Full
51,High School,No,124,7,32,Full
54,Bachelor,No,100,8,37,Full
59,PhD,No,95,14,40,Full
49,Bachelor,No,4431,12,30,Full
40,High School,No,107,1,21,Full
39,High School,Yes,122,2,20,Full
53,High School,Yes,118,1,34,Full
46,High School,No,106,1,24,Full
37,High School,No,105,1,19,Full
30,Bachelor,Yes,100,9,12,Full
37,High School,No,100,1,17,Full
35,Masters,Yes,109,18,14,Full
42,High School,No,2040,1,22,Full
56,Masters,No,108,11,36,Full
58,PhD,No,96,18,40,Full
50,Bachelor,No,103,14,28,Full
46,High School,No,105,9,25,Full
56,Masters,No,95,9,36,Full
39,Bachelor,No,104,1,22,Full
41,High School,No,117,3,25,Full
46,High School,No,101,1,29,Full
47,Bachelor,No,118,16,31,Full
43,Masters,No,6570,8,22,Full
57,High School,No,3294,9,41,Full
46,Masters,No,111,1,27,Full
48,Masters,No,97,16,28,Full
34,High School,No,14386,8,12,Full
48,Bachelor,No,114,10,32,Full
61,Masters,No,105,18,39,Full
39,Bachelor,No,84,13,20,Full
50,Masters,No,87,18,33,Full
52,PhD,No,104,4,33,Full
