driverAge,educationLevel,totalClaimAmount,fraud,vehicleAge,driverExperience,licenceType
36,High School,103,0,7,18,Full
46,High School,3273,0,8,24,Full
45,Masters,102,0,14,28,Full
53,Masters,97,0,19,32,Full
36,High School,4148,1,12,17,Full
51,Masters,98,0,19,29,Full
37,High School,112,0,7,20,Full
61,High School,94,0,7,40,Full
49,High School,97,0,8,28,Full
55,Bachelor,1441,0,1,34,Full
34,Bachelor,100,0,8,15,Full
29,Bachelor,6647,0,9,13,Full
46,Masters,103,0,20,25,Full
43,Bachelor,102,0,11,26,Full
55,Masters,108,0,14,38,Full
36,Bachelor,5211,1,1,19,Full
42,Masters,14585,0,13,22,Full
41,High School,90,0,14,21,Full
55,Bachelor,114,0,10,33,Full
35,High School,96,0,9,14,Full
36,Masters,94,0,16,19,Full
48,High School,106,0,7,30,Full
57,High School,91,0,1,41,Full
53,High School,109,1,1,35,Full
38,Masters,96,1,14,22,Full
42,Masters,7801,0,12,20,Full
38,High School,111,0,1,16,Full
56,Bachelor,115,1,13,35,Full
44,Bachelor,99,0,11,22,Full
56,High School,99,0,10,40,Full
34,Bachelor,95,1,9,14,Full
37,High School,127,0,1,15,Full
47,PhD,104,0,14,31,Full
16,Bachelor,4566,0,10,-6,Ls
28,Masters,101,0,8,11,Full
64,Masters,110,0,1,47,Full
48,High School,8727,1,8,27,Full
47,PhD,95,0,16,26,Full
40,Bachelor,101,1,6,18,Full
48,PhD,95,0,17,32,Full
35,Masters,100,1,15,13,Full
17,High School,17001,0,1,-3,Ls
49,High School,3667,0,5,31,Full
36,High School,16678,0,7,16,Full
59,PhD,101,0,8,39,Full
43,PhD,5005,0,12,25,Full
53,PhD,105,0,7,36,Full
31,Bachelor,3005,1,1,9,Full
55,Bachelor,102,0,14,34,Full
47,Masters,3456,1,10,25,Full
48,Masters,98,0,12,29,Full
46,High School,3261,0,8,26,Full
41,PhD,92,0,9,24,Full
53,Masters,92,0,17,37,Full
53,Masters,99,0,7,33,Full
45,Bachelor,6978,0,1,25,Full
47,High School,4933,0,1,25,Full
50,Bachelor,110,0,7,34,Full
55,High School,90,0,10,36,Full
46,Bachelor,101,0,8,27,Full
38,High School,2297,0,10,20,Full
38,High School,107,0,7,17,Full
34,Bachelor,101,0,14,18,Full
46,High School,102,0,6,29,Full
50,Bachelor,2665,0,5,33,Full
35,Bachelor,82,1,9,16,Full
48,High School,91,1,11,30,Full
48,High School,111,0,1,27,Full
58,Masters,93,1,13,40,Full
58,PhD,111,1,18,36,Full
32,High School,116,0,6,15,Full
51,High School,502,0,1,30,Full
35,Masters,105,1,17,14,Full
41,Bachelor,93,0,14,19,Full
42,Masters,100,0,17,24,Full
39,High School,119,0,1,18,Full
49,Bachelor,108,0,8,30,Full
56,Masters,99,0,17,37,Full
81,Bachelor,102,0,6,63,Full
34,Bachelor,4234,0,5,15,Full
36,Bachelor,100,1,7,15,Full
32,High School,119,0,1,10,Full
37,High School,93,1,5,18,Full
36,PhD,107,0,14,18,Full
44,High School,111,0,1,25,Full
50,High School,9136,0,9,34,Full
33,High School,111,0,1,14,Full
43,Masters,97,0,11,23,Full
55,PhD,96,1,12,38,Full
40,PhD,94,0,14,24,Full
37,High School,100,0,8,19,Full
44,High School,99,0,8,27,Full
46,Masters,99,0,13,26,Full
51,High School,2854,0,1,34,Full
45,High School,120,0,4,26,Full
46,Masters,98,0,16,29,Full
41,High School,3585,1,1,23,Full
47,Masters,102,0,14,28,Full
40,High School,99,0,1,21,Full
40,Bachelor,1763,0,13,20,Full
42,Masters,97,0,11,20,Full
45,Masters,96,0,17,24,Full
49,Bachelor,102,0,11,32,Full
35,Bachelor,111,0,1,14,Full
41,Bachelor,109,0,3,21,Full
41,High School,3340,0,7,19,Full
56,High School,104,0,7,37,Full
46,Bachelor,107,0,7,27,Full
37,High School,98,0,1,15,Full
60,Bachelor,3365,0,11,40,Full
44,High School,4926,1,5,22,Full
39,High School,122,0,1,20,Full
41,High School,3292,0,12,19,Full
42,High School,115,0,1,21,Full
31,High School,101,0,1,10,Full
37,High School,95,0,7,20,Full
41,PhD,100,1,14,25,Full
42,High School,108,0,1,21,Full
34,High School,95,0,1,12,Full
31,High School,18323,0,6,11,Full
40,Bachelor,104,0,7,22,Full
51,High School,978,0,1,35,Full
34,High School,120,0,5,16,Full
34,High School,106,0,9,15,Full
37,High School,6780,0,8,21,Full
37,High School,73783,0,7,18,Full
47,Masters,112,0,15,28,Full
46,Masters,98,1,17,24,Full
48,Masters,3901,0,23,27,Full
33,High School,110,0,8,13,Full
42,Masters,102,0,15,20,Full
38,High School,105,0,1,16,Full
30,High School,980,1,8,12,Full
48,High School,109,0,1,26,Full
37,Bachelor,94,0,9,16,Full
53,Bachelor,7385,1,12,36,Full
43,High School,110,0,1,23,Full
60,PhD,101,0,13,40,Full
41,Bachelor,110,0,1,23,Full
43,Bachelor,6003,1,4,23,Full
40,High School,102,0,1,22,Full
57,Bachelor,109,0,12,37,Full
52,High School,4174,1,1,36,Full
38,Bachelor,5301,0,9,20,Full
52,Masters,98,0,10,35,Full
53,Bachelor,97,1,9,31,Full
44,Masters,103,0,14,23,Full
49,High School,105,0,1,29,Full
26,Bachelor,96,0,10,5,Full
43,Masters,4389,0,6,21,Full
45,High School,7136,0,1,29,Full
54,Bachelor,100,0,8,33,Full
41,High School,90,0,9,24,Full
54,PhD,115,0,5,32,Full
29,Bachelor,2574,0,13,9,Full
41,Bachelor,104,0,6,21,Full
31,High School,105,0,1,10,Full
47,High School,102,0,4,26,Full
43,Masters,99,0,18,22,Full
36,High School,4042,0,8,17,Full
42,Masters,4930,1,12,22,Full
53,PhD,98,0,14,36,Full
33,Bachelor,96,0,8,16,Full
37,High School,113,0,4,21,Full
53,PhD,1030,0,1,34,Full
52,High School,108,0,1,36,Full
38,High School,110,0,1,16,Full
49,High School,98,1,5,33,Full
27,Masters,107,0,10,7,Full
45,High School,106,0,6,23,Full
51,Bachelor,97,1,17,35,Full
33,High School,8363,1,8,15,Full
44,Masters,100,0,9,25,Full
45,Masters,106,0,12,25,Full
50,High School,98,0,6,32,Full
46,High School,104,1,8,29,Full
38,High School,113,0,4,19,Full
38,High School,106,0,1,21,Full
31,Bachelor,100,0,1,10,Full
33,High School,4979,0,1,11,Full
54,Masters,98,0,12,37,Full
48,High School,120,0,7,28,Full
52,Masters,107,0,12,34,Full
38,High School,50818,0,1,19,Full
47,High School,102,1,3,27,Full
48,Bachelor,97,0,11,32,Full
31,High School,2877,0,1,12,Full
49,Bachelor,5704,0,16,29,Full
38,High School,5853,0,1,19,Full
57,High School,6035,0,1,38,Full
40,High School,100,0,1,18,Full
40,High School,6156,0,1,20,Full
50,Masters,97,0,17,33,Full
43,High School,113,0,1,21,Full
48,Masters,103,0,12,31,Full
34,Bachelor,5252,0,10,12,Full
54,PhD,102,0,22,34,Full
45,Masters,108,0,13,26,Full
33,High School,96,0,8,16,Full
40,Bachelor,4782,0,10,22,Full
65,Masters,96,0,19,49,Full
54,Bachelor,97,0,15,38,Full
53,Bachelor,93,0,16,35,Full
47,High School,97,1,1,25,Full
43,Masters,864,0,16,25,Full
38,High School,110,0,1,20,Full
38,High School,3075,1,9,19,Full
57,Masters,95,0,17,40,Full
46,Bachelor,109,0,13,28,Full
33,High School,22285,0,6,13,Full
50,Bachelor,98,0,16,29,Full
51,High School,126,0,1,35,Full
22,High School,2729,0,1,6,Full
54,High School,95,0,5,36,Full
39,Masters,91,1,9,22,Full
45,High School,108,0,6,27,Full
49,Bachelor,102,0,12,29,Full
48,Masters,110,0,20,30,Full
36,Bachelor,98,0,17,17,Full
49,High School,113,1,7,27,Full
48,Bachelor,101,0,14,26,Full
33,High School,1254,1,7,11,Full
38,High School,105,0,1,16,Full
51,Masters,99,0,8,33,Full
48,Masters,92,1,17,29,Full
41,High School,116,0,1,24,Full
43,PhD,6726,0,21,21,Full
52,Masters,32059,0,16,31,Full
46,Masters,109,0,22,24,Full
53,High School,2382,1,1,36,Full
31,High School,4431,0,8,11,Full
46,High School,110,0,9,29,Full
41,High School,94,0,6,22,Full
53,Bachelor,94,0,9,36,Full
54,Masters,110,0,13,35,Full
36,High School,3636,0,1,16,Full
47,PhD,94,1,9,28,Full
39,Bachelor,97,0,14,21,Full
31,High School,5963,0,1,9,Full
49,Masters,105,0,6,32,Full
50,Bachelor,41077,0,11,28,Full
31,High School,4552,0,1,9,Full
53,High School,102,0,6,37,Full
59,PhD,2545,0,14,37,Full
41,Bachelor,100,0,11,23,Full
55,High School,3111,0,1,34,Full
47,Bachelor,112,0,14,25,Full
45,Masters,103,0,14,23,Full
44,High School,103,0,8,25,Full
51,Bachelor,4298,0,12,30,Full
50,High School,4623,0,5,29,Full
48,Bachelor,102,0,11,27,Full
28,High School,111,0,1,10,Full
55,Bachelor,97,0,14,37,Full
43,High School,109,0,1,25,Full
43,High School,116,0,1,21,Full
37,High School,2222,0,1,15,Full
44,High School,106,0,1,26,Full
53,High School,2037,0,1,34,Full
41,High School,103,0,6,24,Full
36,High School,100,0,1,19,Full
62,Bachelor,94,0,14,44,Full
45,High School,117,0,8,29,Full
37,Masters,4549,0,13,20,Full
45,Masters,94,0,17,26,Full
47,Masters,110,0,16,25,Full
42,Masters,106,0,12,23,Full
47,Bachelor,108,0,4,30,Full
31,Bachelor,105,0,12,12,Full
45,Bachelor,102,0,7,26,Full
37,Masters,92,0,23,17,Full
33,Bachelor,100,0,7,14,Full
47,Bachelor,90,0,13,30,Full
38,High School,123,0,1,21,Full
33,Bachelor,88,0,9,12,Full
46,Bachelor,6542,0,8,25,Full
38,High School,3897,1,6,16,Full
55,Bachelor,6113,1,5,39,Full
55,Masters,100,0,18,37,Full
38,High School,116,0,1,21,Full
31,Bachelor,104,0,10,12,Full
48,Masters,4751,0,12,27,Full
30,Masters,105,0,20,9,Full
46,Bachelor,111,0,14,30,Full
42,Masters,7311,0,11,22,Full
44,PhD,99,0,14,22,Full
36,Bachelor,5396,0,13,15,Full
43,High School,91,0,10,27,Full
53,Masters,109,0,24,34,Full
45,PhD,105,0,5,28,Full
41,High School,4720,0,1,19,Full
46,Masters,103,0,14,24,Full
35,High School,91,0,7,19,Full
43,Bachelor,101,0,10,21,Full
43,High School,96,0,1,24,Full
41,High School,106,0,6,21,Full
47,High School,2601,0,9,26,Full
49,Masters,101,0,15,33,Full
40,Masters,99,0,14,21,Full
38,High School,7534,0,1,20,Full
45,High School,105,0,1,28,Full
39,Masters,103,0,15,20,Full
52,PhD,19867,0,14,34,Full
37,High School,97,0,7,20,Full
44,Masters,3929,0,12,23,Full
57,PhD,101,0,9,40,Full
51,High School,104,0,1,34,Full
49,Bachelor,97,0,7,31,Full
40,Masters,108,0,10,24,Full
48,High School,115,0,1,27,Full
33,High School,45338,0,8,15,Full
46,Bachelor,97,1,15,24,Full
32,High School,4307,0,6,14,Full
36,Bachelor,99,1,9,17,Full
39,High School,106,0,10,20,Full
53,High School,89,0,10,33,Full
46,PhD,96,0,12,28,Full
63,Bachelor,109,0,1,45,Full
47,Bachelor,98,0,13,27,Full
43,Masters,106,0,9,25,Full
46,Masters,96,1,13,28,Full
55,Masters,104,0,5,35,Full
45,Masters,107,1,12,25,Full
45,Bachelor,4974,0,9,25,Full
50,PhD,98,0,10,33,Full
55,Bachelor,103,0,11,36,Full
26,High School,8697,0,1,6,Full
57,High School,6255,1,1,40,Full
38,Bachelor,94,0,17,17,Full
48,Bachelor,114,0,7,29,Full
55,Masters,100,0,13,35,Full
52,High School,102,1,1,31,Full
54,Bachelor,99,0,8,36,Full
44,High School,98,0,9,26,Full
39,High School,105,0,1,20,Full
40,High School,108,0,7,24,Full
62,High School,101,0,11,43,Full
50,High School,107,0,1,33,Full
55,PhD,97,0,15,37,Full
46,High School,97,0,8,25,Full
40,High School,5143,0,1,19,Full
45,High School,97,1,1,27,Full
39,Bachelor,100,0,11,19,Full
30,Bachelor,97,0,13,13,Full
53,Masters,97,0,19,31,Full
36,High School,2899,0,11,20,Full
49,Masters,101,0,15,32,Full
45,Masters,99,0,16,28,Full
45,High School,106,0,6,28,Full
39,High School,106,0,1,22,Full
53,Masters,108,0,15,37,Full
37,High School,4813,1,7,20,Full
38,High School,2827,0,6,16,Full
45,PhD,104,0,16,23,Full
42,Masters,95,0,8,20,Full
47,High School,101,0,8,31,Full
66,Bachelor,95,0,13,44,Full
44,Masters,108,0,10,25,Full
39,Masters,2424,1,15,18,Full
50,High School,15562,0,4,33,Full
53,High School,101,0,1,31,Full
31,Masters,96,0,18,11,Full
33,High School,4729,0,1,17,Full
43,Bachelor,105,0,7,22,Full
35,High School,5583,0,1,14,Full
49,PhD,96,0,22,27,Full
42,High School,7293,0,7,26,Full
61,Bachelor,6284,0,6,39,Full
48,High School,96,0,7,27,Full
43,Bachelor,2524,1,7,26,Full
49,PhD,112,0,16,27,Full
29,Bachelor,5388,0,10,9,Full
56,High School,4364,0,5,35,Full
53,Masters,98,0,12,32,Full
51,High School,99,0,14,31,Full
45,Masters,95,0,16,28,Full
43,Bachelor,113,0,8,23,Full
56,Bachelor,94,0,8,40,Full
58,High School,5089,0,10,37,Full
45,High School,98,0,11,23,Full
52,High School,103,0,1,35,Full
50,PhD,94,0,15,33,Full
42,Bachelor,107,0,5,25,Full
44,High School,3262,0,5,25,Full
48,High School,101,0,1,31,Full
45,High School,5822,0,8,27,Full
41,High School,4506,0,1,19,Full
46,High School,106,0,14,28,Full
36,High School,104,1,7,20,Full
44,High School,108,1,1,25,Full
61,Masters,3242,0,1,39,Full
30,High School,3246,0,1,11,Full
48,Bachelor,102,0,11,28,Full
41,High School,110,0,1,24,Full
42,Masters,96,0,15,24,Full
43,High School,103,0,1,24,Full
50,Masters,96,0,20,32,Full
34,High School,108,0,9,12,Full
40,Bachelor,91,0,14,18,Full
44,Masters,115,0,16,26,Full
32,High School,102,0,8,15,Full
50,Masters,3565,0,14,32,Full
39,Bachelor,3651,1,9,23,Full
66,Masters,103,0,15,50,Full
44,Bachelor,1496,1,9,25,Full
51,Masters,120,0,17,29,Full
31,Bachelor,6145,0,3,12,Full
41,Masters,6571,0,15,21,Full
44,High School,105,0,1,26,Full
22,High School,3667,0,1,3,P2
57,Bachelor,12072,0,9,40,Full
58,Masters,4909,0,1,39,Full
51,High School,6581,0,4,35,Full
53,High School,98,0,5,35,Full
49,High School,94,0,9,33,Full
41,Masters,110,0,10,22,Full
49,Bachelor,3930,0,13,27,Full
49,High School,92,0,10,30,Full
47,High School,105,0,7,31,Full
32,High School,6597,0,7,11,Full
40,High School,2598,0,8,20,Full
45,High School,7407,0,1,25,Full
56,PhD,106,0,1,37,Full
48,PhD,107,0,19,28,Full
40,High School,98,1,6,24,Full
36,High School,102,0,1,18,Full
54,Masters,109,1,15,35,Full
34,PhD,106,0,14,17,Full
41,Masters,2723,0,25,20,Full
56,High School,103,0,1,36,Full
44,High School,3136,0,1,24,Full
30,Bachelor,4517,1,14,13,Full
32,High School,97,0,1,11,Full
46,PhD,102,0,13,29,Full
63,High School,108,0,1,42,Full
67,Masters,96,0,12,51,Full
43,High School,105,0,1,22,Full
33,Bachelor,3807,0,4,17,Full
44,Bachelor,110,1,7,24,Full
36,Bachelor,105,0,10,15,Full
46,Bachelor,99,0,11,28,Full
48,Masters,100,0,13,32,Full
38,Bachelor,4018,0,8,17,Full
54,PhD,98,0,15,38,Full
55,Bachelor,110,0,3,33,Full
32,PhD,93,0,11,13,Full
42,Bachelor,106,0,1,21,Full
73,PhD,4805,0,20,54,Full
31,High School,3146,0,1,15,Full
49,High School,91,0,7,31,Full
55,PhD,96,0,18,33,Full
37,High School,1245,0,1,17,Full
39,Bachelor,105,0,1,22,Full
35,High School,105,0,1,14,Full
35,High School,960,0,9,19,Full
57,Masters,97,0,19,39,Full
49,PhD,103,0,10,27,Full
59,High School,97,0,1,41,Full
58,Masters,28706,0,18,40,Full
47,High School,95,0,7,31,Full
60,PhD,99,0,19,38,Full
43,High School,109,0,1,27,Full
46,Bachelor,102,0,13,25,Full
45,High School,109,0,1,24,Full
47,High School,1533,1,1,29,Full
47,Masters,106,0,25,29,Full
33,Bachelor,105,0,15,11,Full
47,Bachelor,94,0,11,26,Full
46,Bachelor,104,0,6,30,Full
36,High School,4649,0,1,16,Full
43,Masters,97,0,18,27,Full
48,High School,1593,0,1,29,Full
27,Masters,3329,0,19,9,Full
35,High School,96,0,1,15,Full
36,Masters,88,0,19,14,Full
35,Masters,94,0,16,18,Full
37,High School,104,0,1,21,Full
41,Bachelor,90,0,10,23,Full
54,PhD,97,0,16,38,Full
49,Masters,107,0,6,32,Full
42,Masters,96,0,13,26,Full
43,Masters,4017,0,11,23,Full
54,Bachelor,5982,1,1,37,Full
42,High School,3702,0,11,23,Full
38,Bachelor,94,0,12,16,Full
34,High School,100,0,5,15,Full
40,Bachelor,105,0,7,18,Full
49,PhD,98,0,15,31,Full
39,Bachelor,91,1,11,20,Full
46,High School,102,0,1,30,Full
51,Masters,107,0,11,31,Full
47,Bachelor,97,0,11,28,Full
53,High School,7261,0,1,35,Full
50,High School,113,0,1,28,Full
56,Bachelor,108,0,8,40,Full
43,High School,97,1,6,25,Full
40,PhD,100,0,14,22,Full
64,Bachelor,93,0,11,44,Full
30,Masters,105,0,17,9,Full
61,PhD,106,0,16,41,Full
52,High School,85,0,11,34,Full
44,High School,112,0,1,26,Full
48,High School,112,0,1,29,Full
44,Bachelor,110,0,10,25,Full
50,Bachelor,99,0,13,33,Full
48,Masters,108,1,15,27,Full
42,Masters,99,0,14,22,Full
52,Masters,9187,0,18,31,Full
51,High School,103,0,7,32,Full
51,High School,104,0,4,29,Full
48,High School,104,1,1,30,Full
35,High School,101,0,6,16,Full
37,Bachelor,95,1,8,15,Full
35,High School,107,0,8,13,Full
39,Masters,104,0,1,22,Full
34,High School,97,0,5,15,Full
39,High School,110,0,7,17,Full
44,Bachelor,116,0,8,26,Full
28,Masters,1333,1,11,6,Full
59,PhD,6290,1,20,40,Full
43,PhD,96,0,16,24,Full
39,High School,112,0,1,19,Full
31,Bachelor,102,0,12,11,Full
45,PhD,101,0,17,23,Full
40,Bachelor,111,0,6,23,Full
40,Bachelor,111,0,5,23,Full
49,PhD,3237,0,14,30,Full
44,Bachelor,104,0,8,24,Full
49,Bachelor,104,0,5,29,Full
37,Masters,96,0,9,18,Full
43,High School,26699,0,2,22,Full
33,High School,2421,0,1,13,Full
62,Masters,94,0,18,46,Full
53,Masters,6857,0,18,35,Full
43,High School,106,0,1,22,Full
40,PhD,3348,0,14,18,Full
52,Masters,109,0,12,36,Full
40,High School,118,0,1,24,Full
48,High School,114,0,1,32,Full
44,High School,97,0,6,24,Full
36,High School,2327,0,1,17,Full
55,PhD,1850,0,19,34,Full
42,Masters,102,0,16,21,Full
38,Masters,103,0,1,17,Full
33,High School,17043,0,6,16,Full
35,Bachelor,24494,1,12,13,Full
39,High School,856,1,10,21,Full
49,Masters,109,0,16,31,Full
35,High School,119,0,7,19,Full
58,Bachelor,108,0,13,41,Full
67,PhD,9663,0,1,48,Full
32,Bachelor,110,0,6,15,Full
51,High School,5837,1,9,34,Full
34,High School,95,0,8,16,Full
35,High School,105,0,1,15,Full
44,Masters,1762,0,13,28,Full
51,High School,108,0,1,31,Full
56,PhD,106,0,9,34,Full
46,High School,106,0,7,25,Full
52,High School,3375,0,7,34,Full
44,High School,107,1,5,27,Full
46,Masters,109,0,6,30,Full
45,High School,107,0,4,26,Full
56,Bachelor,3783,0,13,37,Full
47,PhD,86,0,11,30,Full
47,PhD,103,0,11,27,Full
36,High School,1630,0,1,16,Full
51,Bachelor,100,1,10,35,Full
38,High School,93,1,10,17,Full
52,PhD,97,0,15,34,Full
56,High School,105,0,1,36,Full
37,Masters,94,0,15,18,Full
46,High School,5567,0,1,27,Full
50,High School,119,0,11,31,Full
44,PhD,96,0,23,23,Full
32,Bachelor,115,0,12,12,Full
43,High School,101,0,9,26,Full
37,Bachelor,1834,0,6,15,Full
59,High School,5850,0,8,39,Full
37,PhD,97,0,14,17,Full
32,Bachelor,2940,0,10,16,Full
45,Bachelor,123,0,10,27,Full
41,High School,5588,0,7,20,Full
49,High School,99,0,7,29,Full
52,Masters,101,0,14,32,Full
51,PhD,106,0,19,33,Full
63,Masters,107,0,5,44,Full
47,Bachelor,95,0,13,26,Full
58,Bachelor,103,0,4,40,Full
50,Masters,104,0,6,28,Full
49,PhD,101,0,14,29,Full
37,High School,104,0,7,20,Full
54,Masters,97,0,14,38,Full
29,Masters,1042,0,12,13,Full
47,High School,99,0,1,29,Full
48,High School,97,1,8,30,Full
25,High School,5173,0,9,6,Full
44,Bachelor,125,0,1,28,Full
43,Masters,96,0,16,25,Full
65,High School,98,1,1,43,Full
30,High School,101,0,8,9,Full
51,High School,100,0,1,31,Full
47,High School,97,0,1,27,Full
27,High School,25695,0,1,10,Full
37,Bachelor,102,0,5,15,Full
64,Masters,103,0,16,43,Full
35,High School,99,0,8,18,Full
33,High School,4436,0,5,12,Full
46,High School,1493,0,1,28,Full
56,PhD,3752,0,13,37,Full
32,Masters,3900,0,25,13,Full
46,High School,116,0,7,27,Full
48,Bachelor,97,0,11,27,Full
52,Bachelor,109,0,9,33,Full
53,High School,2002,0,9,37,Full
37,High School,3742,0,1,15,Full
42,High School,94,0,11,21,Full
35,High School,108,0,9,14,Full
40,High School,97,0,6,21,Full
32,High School,112,0,1,15,Full
47,High School,10145,0,1,26,Full
61,Masters,99,0,12,44,Full
49,Bachelor,106,0,9,28,Full
45,High School,2921,1,1,29,Full
52,PhD,96,0,22,34,Full
47,High School,4376,0,9,27,Full
41,High School,89,0,8,24,Full
53,High School,106,0,9,36,Full
56,High School,4281,0,10,35,Full
51,Bachelor,104,0,7,35,Full
46,High School,92,1,1,29,Full
45,Bachelor,29613,0,10,25,Full
43,High School,1431,0,1,21,Full
51,Bachelor,114,1,7,35,Full
36,Bachelor,2722,0,10,17,Full
54,High School,5509,0,7,35,Full
53,High School,111,0,8,34,Full
48,High School,4002,0,5,28,Full
31,High School,18883,1,9,13,Full
41,High School,3183,0,6,24,Full
44,Masters,109,0,11,24,Full
54,Masters,110,0,15,36,Full
48,Bachelor,100,0,9,32,Full
41,High School,102,0,9,21,Full
57,PhD,96,0,10,35,Full
41,Bachelor,95,0,8,25,Full
60,Masters,94,0,14,42,Full
33,Masters,102,0,21,13,Full
34,High School,111,0,1,17,Full
42,PhD,101,0,10,24,Full
58,Masters,98,1,11,41,Full
59,Masters,4276,0,16,43,Full
33,High School,122,0,1,16,Full
47,Bachelor,107,0,12,25,Full
42,High School,6050,0,7,22,Full
50,High School,86,0,12,28,Full
40,Bachelor,104,1,8,20,Full
32,High School,1398,1,1,13,Full
54,Bachelor,99,0,11,33,Full
22,Bachelor,3225,0,10,5,Full
63,Masters,102,0,17,44,Full
34,High School,97,0,1,12,Full
41,PhD,95,0,15,23,Full
42,High School,103,0,1,26,Full
23,Masters,6188,0,16,5,Full
60,High School,2132,1,1,38,Full
45,Bachelor,104,0,12,24,Full
44,High School,4961,0,9,22,Full
36,High School,19785,0,5,14,Full
52,Bachelor,104,0,8,36,Full
37,Masters,107,0,13,16,Full
43,High School,3568,0,4,26,Full
34,Masters,103,0,11,14,Full
42,PhD,3501,0,1,25,Full
45,Bachelor,107,0,7,29,Full
49,PhD,2793,0,12,30,Full
55,PhD,101,0,12,39,Full
52,Masters,98,0,12,33,Full
47,High School,863,0,9,29,Full
52,Masters,1748,0,18,30,Full
48,High School,103,1,1,28,Full
61,High School,97,0,1,43,Full
33,High School,29738,0,1,11,Full
43,High School,99,0,1,26,Full
48,Bachelor,105,0,5,27,Full
30,High School,755,0,8,11,Full
39,High School,91,0,8,20,Full
45,Bachelor,3619,0,8,27,Full
52,Masters,99,0,12,32,Full
41,High School,1205,1,8,21,Full
59,High School,100,0,7,41,Full
44,High School,110,0,1,22,Full
49,Masters,105,0,14,29,Full
41,High School,105,0,1,24,Full
37,High School,39672,0,1,16,Full
60,High School,3292,0,8,44,Full
38,Bachelor,112,0,11,19,Full
64,Masters,32038,0,7,42,Full
40,High School,111,0,1,19,Full
40,High School,3263,1,5,21,Full
45,High School,3091,0,1,26,Full
43,Bachelor,100,0,13,27,Full
31,Bachelor,92,0,11,9,Full
53,PhD,106,1,3,31,Full
48,High School,104,0,1,31,Full
50,PhD,116,0,16,32,Full
39,High School,97,1,1,19,Full
67,Bachelor,106,0,6,47,Full
42,Masters,3670,1,12,26,Full
38,Bachelor,97,0,7,19,Full
48,Masters,108,0,14,28,Full
47,High School,6801,1,3,29,Full
35,High School,103,0,5,15,Full
44,PhD,101,0,18,25,Full
40,High School,101,0,1,19,Full
43,Masters,118,0,17,21,Full
16,High School,44916,0,7,-2,Ls
50,PhD,97,0,9,31,Full
30,Bachelor,111,0,1,11,Full
55,PhD,104,0,16,33,Full
37,High School,103,0,7,21,Full
49,PhD,106,1,9,30,Full
55,Masters,99,0,15,37,Full
43,High School,97,0,7,27,Full
38,High School,124,0,4,22,Full
44,High School,108,0,11,22,Full
35,Bachelor,103,0,8,17,Full
46,High School,107,0,1,30,Full
46,PhD,100,0,15,28,Full
47,High School,102,0,1,25,Full
33,High School,3158,0,2,13,Full
48,High School,101,1,1,32,Full
49,High School,4052,0,1,27,Full
34,Bachelor,107,0,1,14,Full
35,Masters,94,1,17,19,Full
50,PhD,96,0,15,31,Full
41,Masters,105,0,1,20,Full
50,High School,113,0,1,28,Full
37,Masters,98,0,14,19,Full
43,PhD,107,0,17,24,Full
40,Bachelor,107,0,14,18,Full
52,High School,1145,0,1,30,Full
39,Bachelor,123,0,6,17,Full
54,Bachelor,99,0,1,34,Full
49,Bachelor,98,0,10,31,Full
38,High School,5064,0,11,20,Full
49,High School,102,0,1,28,Full
36,High School,2557,0,4,16,Full
32,High School,109,1,8,14,Full
58,Masters,99,0,12,36,Full
37,Bachelor,93,0,16,19,Full
