index,index,timeascustomer,driverage,insuranceaccess,insurancepremium,incidenttime,numvehiclesinvolved,numbodilyinjuries,policereportbool,totalclaimamount,vehicleage,driverexperience,educationlevel,accidenttype,incidentseverity,authoritiesinvolved,licencetype,drivergender,fraud
1185,1185,78,43,1000,1187,9,1,1,0,1000,16,24,Bachelor,Single Vehicle Collision,Major Loss,Police,Full,0.0,0
1186,1186,103,54,500,1063,15,1,1,1,5000,10,38,MD,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,0
1187,1187,7,50,500,1664,13,1,1,1,9000,12,32,High School,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,0
1188,1188,38,31,2000,901,0,1,1,0,4000,15,13,High School,Multi-vehicle Collision,Major Damage,Ambulance,Full,0.0,0
1189,1189,97,53,500,1650,8,1,1,1,9000,17,37,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,0
1190,1190,74,60,2000,1440,5,2,1,1,3000,1,40,High School,Vehicle Theft,Minor Loss,Fire,Full,0.0,0
1191,1191,55,43,2000,1489,19,2,1,1,5000,16,24,MD,Single Vehicle Collision,Total Loss,Police,Full,0.0,0
1192,1192,62,39,1000,1608,8,3,1,0,8000,9,19,High School,Single Vehicle Collision,Major Loss,Police,Full,0.0,0
1193,1193,73,51,2000,1292,4,3,0,1,6000,13,30,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,0
1194,1194,43,64,500,1050,18,1,0,1,9000,15,42,Bachelor,Single Vehicle Collision,Total Loss,Other,Full,0.0,0
1195,1195,31,61,2000,1190,18,1,1,1,8000,10,45,MD,Vehicle Theft,Minor Loss,Police,Full,0.0,0
1196,1196,58,28,2000,1595,18,1,0,0,6000,3,8,High School,Multi-vehicle Collision,Major Damage,,Full,0.0,0
1197,1197,111,63,1000,1629,16,3,0,1,3000,8,44,High School,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,0
1198,1198,103,35,500,1406,20,3,1,0,9000,1,14,High School,Single Vehicle Collision,Total Loss,Ambulance,P2,0.0,0
1199,1199,7,54,500,935,14,3,1,1,2000,14,35,Masters,Multi-vehicle Collision,Major Loss,Fire,Full,0.0,0
1200,1200,54,43,2000,1011,22,1,0,0,1000,20,23,MD,Single Vehicle Collision,Total Loss,,Full,0.0,0
1201,1201,47,27,500,1648,21,3,0,1,9000,16,5,JD,Vehicle Theft,Total Loss,Fire,Full,0.0,0
1202,1202,20,35,1000,1247,1,1,1,0,6000,8,14,PhD,Parked Car,Major Loss,Other,Full,0.0,0
1203,1203,111,36,1000,970,2,3,0,1,7000,12,19,Masters,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,0
1204,1204,37,33,1000,1296,17,3,0,0,7000,6,12,MD,Parked Car,Total Loss,Fire,Full,0.0,0
1205,1205,72,50,2000,1237,9,3,1,1,4000,10,31,Associate,Vehicle Theft,Total Loss,Ambulance,Full,0.0,0
1206,1206,90,25,2000,889,5,3,1,1,9000,6,9,PhD,Multi-vehicle Collision,Total Loss,Other,Full,0.0,0
1207,1207,116,49,1000,1676,13,1,1,0,1000,15,33,Bachelor,Parked Car,Total Loss,,Full,0.0,0
1208,1208,79,44,2000,1221,3,1,0,1,2000,5,28,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,0
1209,1209,67,39,500,1109,21,1,1,1,7000,20,18,High School,Multi-vehicle Collision,Minor Damage,Fire,Full,0.0,0
1210,1210,89,48,1000,1351,8,1,1,0,10000,13,27,College,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,0
1211,1211,89,37,1000,899,6,1,1,1,1000,1,15,Masters,Single Vehicle Collision,Trivial Damage,Police,Full,0.0,0
1212,1212,37,49,2000,905,22,4,1,0,6000,0,32,Masters,Multi-vehicle Collision,Minor Damage,Ambulance,Full,0.0,0
1213,1213,28,38,2000,1044,10,1,1,1,9000,20,22,MD,Single Vehicle Collision,Total Loss,Other,Full,0.0,0
1214,1214,15,42,500,1465,20,3,0,0,3000,4,22,Masters,Single Vehicle Collision,Major Loss,Other,Full,0.0,0
1215,1215,17,48,2000,1193,12,3,1,1,8000,6,31,JD,Single Vehicle Collision,Major Loss,,Full,0.0,0
1216,1216,21,60,500,935,2,1,1,0,7000,4,38,MD,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,0
1217,1217,35,31,500,1074,23,3,1,1,6000,19,10,Masters,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,1
1218,1218,96,53,1000,1121,10,3,1,0,7000,13,32,Associate,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
1219,1219,89,61,1000,901,16,1,1,0,8000,10,42,Bachelor,Multi-vehicle Collision,Trivial Damage,Other,Full,0.0,0
1220,1220,68,64,500,1165,19,1,1,1,1000,11,47,Bachelor,Single Vehicle Collision,Total Loss,Police,Full,0.0,0
1221,1221,60,36,2000,1383,23,1,1,1,8000,6,20,High School,Multi-vehicle Collision,Total Loss,,Full,0.0,0
1222,1222,82,28,1000,1152,14,1,1,1,10000,12,12,Masters,Multi-vehicle Collision,Trivial Damage,Other,Full,0.0,0
1223,1223,32,63,500,1033,15,4,1,1,8000,8,43,Bachelor,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
1224,1224,68,51,2000,1211,1,1,0,1,4000,4,32,MD,Single Vehicle Collision,Major Damage,Police,Full,0.0,0
1225,1225,29,40,2000,1263,9,3,1,0,2000,13,21,Bachelor,Multi-vehicle Collision,Major Damage,Police,Full,0.0,0
1226,1226,119,38,1000,1568,14,1,1,0,8000,7,21,PhD,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,0
1227,1227,66,42,1000,1223,4,1,1,1,4000,16,20,Bachelor,Multi-vehicle Collision,Major Loss,Other,Full,0.0,0
1228,1228,34,42,1000,1284,17,3,1,0,7000,8,21,Associate,Single Vehicle Collision,Minor Loss,Police,Full,0.0,0
1229,1229,10,29,2000,1635,22,1,0,1,7000,10,8,Associate,Multi-vehicle Collision,Minor Loss,,Full,0.0,0
1230,1230,50,28,500,1386,23,1,1,0,2000,16,12,High School,Multi-vehicle Collision,Total Loss,,Full,0.0,0
1231,1231,72,63,2000,927,23,3,1,0,7000,9,47,High School,Parked Car,Minor Loss,Ambulance,Full,0.0,0
1232,1232,8,32,2000,1267,4,3,1,1,3000,20,15,PhD,Single Vehicle Collision,Total Loss,Police,Full,0.0,0
1233,1233,106,57,500,1093,15,1,1,1,8000,16,39,Bachelor,Single Vehicle Collision,Major Damage,Ambulance,Full,0.0,0
1234,1234,73,26,1000,1543,6,2,1,1,9000,17,10,High School,Single Vehicle Collision,Total Loss,Other,Full,0.0,0
1235,1235,81,34,500,1234,13,2,0,1,10000,20,12,PhD,Parked Car,Major Loss,Police,Full,0.0,0
1236,1236,74,33,1000,1248,13,1,1,1,9000,8,14,High School,Vehicle Theft,Major Damage,Police,Full,0.0,0
1237,1237,15,56,1000,1156,18,3,0,1,7000,11,34,Associate,Vehicle Theft,Major Loss,Police,Full,0.0,0
1238,1238,50,28,1000,1614,11,1,1,0,5000,14,7,Masters,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
1239,1239,118,39,2000,1596,11,3,1,1,1000,13,22,MD,Parked Car,Major Loss,Ambulance,Full,0.0,0
1240,1240,52,49,500,1068,1,1,1,0,2000,20,32,Bachelor,Single Vehicle Collision,Major Damage,Police,Full,0.0,0
1241,1241,96,33,2000,1145,15,1,0,0,4000,5,11,Bachelor,Single Vehicle Collision,Major Loss,Police,Full,0.0,0
1242,1242,68,36,1000,1095,22,3,1,1,9000,6,16,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
1243,1243,70,42,1000,878,17,1,1,1,10000,19,26,High School,Single Vehicle Collision,Minor Loss,,Full,0.0,0
1244,1244,52,51,2000,1144,11,3,0,0,10000,16,30,Masters,Multi-vehicle Collision,Major Damage,Ambulance,Full,0.0,0
1245,1245,71,56,2000,1471,23,1,0,1,3000,4,40,High School,Multi-vehicle Collision,Trivial Damage,Police,Full,0.0,0
1246,1246,106,56,2000,1466,10,2,0,1,2000,11,37,Bachelor,Single Vehicle Collision,Total Loss,,Full,0.0,0
1247,1247,82,48,1000,1126,21,1,1,1,9000,15,30,Bachelor,Vehicle Theft,Major Damage,Police,Full,0.0,0
1248,1248,101,30,2000,897,2,3,0,1,6000,7,11,PhD,Multi-vehicle Collision,Minor Damage,Police,Full,0.0,0
1249,1249,106,29,2000,973,20,3,1,1,10000,8,11,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
1250,1250,79,48,2000,856,5,1,1,0,3000,11,28,MD,Multi-vehicle Collision,Major Loss,,Full,0.0,0
1251,1251,58,28,500,887,8,3,0,1,6000,9,6,High School,Vehicle Theft,Major Damage,Police,Full,0.0,0
1252,1252,117,53,2000,1501,20,1,1,1,9000,15,34,Masters,Single Vehicle Collision,Major Loss,Police,Full,0.0,0
1253,1253,97,46,500,1128,5,1,0,1,3000,0,24,High School,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,0
1254,1254,73,44,1000,1245,6,1,1,0,2000,8,22,PhD,Multi-vehicle Collision,Minor Loss,Other,Full,0.0,0
1255,1255,54,50,1000,907,20,1,0,1,9000,6,29,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
1256,1256,112,29,500,1011,18,3,1,0,7000,12,8,MD,Vehicle Theft,Trivial Damage,Police,Full,0.0,1
1257,1257,34,62,1000,989,6,1,1,1,7000,16,43,High School,Parked Car,Minor Loss,Fire,Full,0.0,0
1258,1258,113,38,500,1451,3,1,1,0,9000,1,22,College,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
1259,1259,65,46,1000,1221,7,1,1,0,8000,3,27,MD,Single Vehicle Collision,Total Loss,,Full,0.0,0
1260,1260,111,47,2000,1359,2,3,1,1,10000,13,31,MD,Vehicle Theft,Major Loss,Ambulance,Full,0.0,0
1261,1261,94,36,500,1150,22,3,1,1,1000,15,16,High School,Single Vehicle Collision,Total Loss,Other,Full,0.0,0
1262,1262,48,41,500,1626,19,3,0,1,7000,12,23,High School,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,0
1263,1263,34,52,1000,1595,7,3,1,0,2000,20,30,College,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
1264,1264,59,44,1000,926,19,1,1,1,8000,10,25,College,Multi-vehicle Collision,Major Loss,Other,Full,0.0,0
1265,1265,36,25,1000,1344,0,1,1,1,1000,2,4,Bachelor,Vehicle Theft,Major Loss,,Full,0.0,0
1266,1266,27,36,500,1136,11,1,1,1,5000,14,15,Bachelor,Single Vehicle Collision,Total Loss,Other,Full,0.0,0
1267,1267,18,56,1000,1395,8,3,1,0,5000,12,36,College,Single Vehicle Collision,Minor Loss,,Full,0.0,0
1268,1268,38,29,1000,1557,7,1,1,0,7000,12,13,High School,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
1269,1269,25,42,500,1322,16,3,0,0,10000,11,24,High School,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,0
1270,1270,71,28,500,1052,19,1,1,0,5000,19,9,College,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,0
1271,1271,90,28,500,1490,19,1,1,0,1000,2,9,Masters,Parked Car,Minor Loss,Police,Full,0.0,0
1272,1272,91,63,1000,936,11,1,1,1,5000,1,46,High School,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,0
1273,1273,55,31,2000,1186,18,3,0,1,1000,3,10,College,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,0
1274,1274,42,64,500,1070,17,1,1,0,6000,5,45,High School,Multi-vehicle Collision,Minor Loss,Fire,Full,0.0,0
1275,1275,119,26,1000,1107,19,3,1,1,5000,12,4,Masters,Single Vehicle Collision,Total Loss,Other,Full,0.0,0
1276,1276,18,29,1000,1047,6,1,0,1,9000,12,9,High School,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,0
1277,1277,62,57,2000,1020,2,1,1,1,7000,4,36,High School,Multi-vehicle Collision,Major Damage,Police,Full,0.0,0
1278,1278,19,54,1000,996,20,1,1,1,5000,10,33,Bachelor,Single Vehicle Collision,Total Loss,,Full,0.0,0
1279,1279,25,49,2000,1265,17,1,1,1,10000,9,30,Bachelor,Single Vehicle Collision,Minor Loss,Police,Full,0.0,0
1280,1280,82,30,1000,1212,13,1,0,1,8000,9,11,Masters,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,0
1281,1281,18,26,1000,1333,8,3,1,0,7000,16,9,High School,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,0
1282,1282,44,49,2000,1199,12,1,1,0,1000,9,32,College,Single Vehicle Collision,Minor Damage,Other,Full,0.0,0
1283,1283,106,52,2000,918,18,1,0,0,2000,15,35,Bachelor,Multi-vehicle Collision,Major Loss,Other,Full,0.0,0
1284,1284,94,44,500,1403,22,3,0,1,1000,3,25,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
1285,1285,44,62,1000,1141,6,3,1,1,8000,10,40,College,Parked Car,Major Loss,Police,Full,0.0,0
1286,1286,19,40,500,1150,9,3,0,1,1000,17,22,Bachelor,Multi-vehicle Collision,Trivial Damage,Police,Full,0.0,0
1287,1287,85,41,500,871,14,1,1,1,5000,3,23,JD,Multi-vehicle Collision,Minor Damage,Police,Full,0.0,1
1288,1288,34,57,2000,1592,1,1,0,0,2000,9,37,High School,Single Vehicle Collision,Minor Damage,Ambulance,Full,0.0,0
1289,1289,22,34,2000,1081,9,1,1,0,5000,12,15,High School,Single Vehicle Collision,Minor Loss,,Full,0.0,0
1290,1290,15,51,1000,1336,20,1,1,0,7000,3,34,MD,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,0
1291,1291,13,50,500,849,6,3,0,1,4000,15,32,JD,Multi-vehicle Collision,Major Loss,Police,Full,0.0,0
1292,1292,79,46,500,900,2,3,1,1,8000,1,27,High School,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
1293,1293,28,45,500,1418,15,1,1,1,1000,20,24,Masters,Multi-vehicle Collision,Total Loss,,Full,0.0,0
1294,1294,35,38,1000,1571,8,3,1,1,5000,9,17,Bachelor,Parked Car,Minor Damage,Ambulance,Full,0.0,0
1295,1295,61,31,500,930,2,1,0,0,4000,6,10,High School,Single Vehicle Collision,Major Loss,Fire,Full,0.0,0
1296,1296,55,38,2000,1288,3,3,1,0,1000,2,21,High School,Parked Car,Major Loss,Ambulance,Full,0.0,0
1297,1297,93,40,1000,1362,4,3,1,1,10000,8,20,Bachelor,Single Vehicle Collision,Total Loss,Other,Full,0.0,0
1298,1298,11,56,2000,1639,11,1,1,0,1000,13,38,Bachelor,Single Vehicle Collision,Minor Damage,Police,Full,0.0,0
1299,1299,41,38,2000,1062,11,1,1,1,5000,2,20,High School,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,0
1300,1300,116,53,1000,1393,2,1,1,1,1000,6,37,High School,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,0
1301,1301,109,30,1000,1153,23,1,1,1,3000,17,13,MD,Parked Car,Minor Damage,Police,Full,0.0,0
1302,1302,86,42,500,1159,20,1,1,1,6000,13,21,JD,Vehicle Theft,Minor Damage,Ambulance,Full,0.0,0
1303,1303,64,30,500,1648,5,3,0,1,4000,4,14,High School,Single Vehicle Collision,Total Loss,Police,Full,0.0,0
1304,1304,49,57,500,1328,0,3,1,0,4000,3,37,High School,Vehicle Theft,Minor Damage,Police,Full,0.0,0
1305,1305,45,34,1000,999,3,3,1,1,6000,18,18,Masters,Single Vehicle Collision,Minor Loss,,Full,0.0,0
1306,1306,84,61,500,1500,19,3,1,1,5000,5,42,High School,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
1307,1307,117,47,1000,1527,8,3,0,1,7000,3,29,Bachelor,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
1308,1308,13,64,500,988,4,3,1,1,6000,20,43,MD,Parked Car,Minor Damage,Police,Full,0.0,0
1309,1309,87,47,2000,1163,10,1,0,0,4000,6,25,High School,Vehicle Theft,Trivial Damage,,Full,0.0,0
1310,1310,21,58,1000,1206,21,3,0,1,2000,2,37,College,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,0
1311,1311,32,57,2000,1480,1,1,0,0,5000,9,35,PhD,Single Vehicle Collision,Total Loss,Police,Full,0.0,0
1312,1312,43,49,500,1330,12,3,0,1,10000,8,33,MD,Single Vehicle Collision,Trivial Damage,,Full,0.0,0
1313,1313,82,33,2000,1415,16,3,1,1,8000,19,11,JD,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,0
1314,1314,59,32,1000,1419,15,2,1,1,1000,2,16,College,Multi-vehicle Collision,Major Loss,Other,Full,0.0,0
1315,1315,47,36,500,1611,20,1,1,0,2000,2,15,PhD,Single Vehicle Collision,Trivial Damage,Police,Full,0.0,0
1316,1316,111,42,1000,1313,14,4,1,1,8000,2,25,PhD,Multi-vehicle Collision,Major Loss,Police,Full,0.0,0
1317,1317,47,29,500,1482,13,1,1,1,1000,18,12,College,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
1318,1318,86,56,2000,1603,11,1,1,1,3000,9,40,High School,Parked Car,Total Loss,Police,Full,0.0,0
1319,1319,17,25,1000,1247,0,1,0,1,9000,3,6,High School,Parked Car,Total Loss,Police,Full,0.0,0
1320,1320,99,42,500,973,0,1,0,1,2000,12,26,PhD,Single Vehicle Collision,Total Loss,,Full,0.0,0
1321,1321,12,37,1000,1068,8,3,1,1,9000,10,18,Bachelor,Single Vehicle Collision,Minor Damage,,Full,0.0,0
1322,1322,21,32,2000,1560,17,4,0,0,5000,4,16,MD,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,0
1323,1323,26,48,1000,1620,22,3,0,1,6000,12,28,MD,Single Vehicle Collision,Major Damage,,Full,0.0,0
1324,1324,24,53,2000,1513,12,3,1,1,6000,7,33,JD,Parked Car,Minor Loss,Police,Full,0.0,0
1325,1325,32,62,500,1003,4,3,0,1,5000,4,46,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,0
1326,1326,116,33,2000,1320,5,1,0,1,6000,10,16,MD,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
1327,1327,8,36,1000,1400,11,1,0,1,7000,6,17,High School,Parked Car,Major Loss,Police,Full,0.0,0
1328,1328,12,40,2000,1212,16,1,1,1,7000,4,20,PhD,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,1
1329,1329,19,25,1000,1463,11,3,0,0,2000,18,6,Bachelor,Parked Car,Total Loss,Ambulance,Full,0.0,0
1330,1330,30,28,2000,1484,3,3,1,0,4000,3,10,High School,Parked Car,Minor Loss,Other,Full,0.0,0
1331,1331,28,29,2000,1398,6,3,1,0,9000,5,7,Bachelor,Multi-vehicle Collision,Trivial Damage,Police,Full,0.0,0
1332,1332,11,27,2000,1480,16,1,0,1,6000,8,6,Bachelor,Multi-vehicle Collision,Major Loss,Fire,Full,0.0,0
1333,1333,73,57,1000,1410,3,3,0,1,10000,5,40,JD,Vehicle Theft,Minor Damage,,Full,0.0,1
1334,1334,106,32,1000,1497,2,1,0,0,4000,4,15,College,Multi-vehicle Collision,Minor Loss,Other,Full,0.0,0
1335,1335,91,46,500,1415,20,1,1,1,7000,16,28,PhD,Single Vehicle Collision,Total Loss,,Full,0.0,0
1336,1336,73,55,1000,1570,18,1,1,1,9000,6,38,College,Multi-vehicle Collision,Major Loss,Other,Full,0.0,0
1337,1337,46,29,1000,921,17,3,1,1,9000,2,8,Masters,Single Vehicle Collision,Minor Loss,Police,Full,0.0,0
1338,1338,103,58,2000,1677,8,3,1,1,8000,10,38,College,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
1339,1339,12,32,500,1286,21,1,0,1,7000,2,11,Masters,Parked Car,Total Loss,Ambulance,Full,0.0,0
1340,1340,49,26,2000,1656,17,3,1,0,7000,7,8,High School,Multi-vehicle Collision,Total Loss,,Full,0.0,0
1341,1341,29,44,500,876,19,3,1,0,2000,18,23,Bachelor,Multi-vehicle Collision,Total Loss,Fire,Full,0.0,0
1342,1342,102,25,2000,1409,3,4,1,1,6000,7,4,PhD,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
1343,1343,97,48,1000,1521,9,1,1,0,10000,12,28,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,0
1344,1344,51,62,1000,1187,10,3,1,1,2000,10,42,MD,Multi-vehicle Collision,Minor Loss,,Full,0.0,0
1345,1345,75,39,500,1266,18,1,1,1,7000,2,18,Bachelor,Single Vehicle Collision,Major Damage,Police,Full,0.0,0
1346,1346,48,60,500,1611,2,4,1,1,7000,13,39,High School,Single Vehicle Collision,Total Loss,Police,Full,0.0,0
1347,1347,26,62,1000,1151,11,1,0,1,5000,17,44,PhD,Parked Car,Total Loss,Other,Full,0.0,0
1348,1348,12,64,1000,848,17,4,1,1,2000,2,45,MD,Vehicle Theft,Total Loss,Police,Full,0.0,0
1349,1349,77,60,2000,1357,4,1,1,0,9000,15,39,JD,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
1350,1350,80,50,2000,1633,18,1,1,1,5000,14,31,Masters,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,0
1351,1351,118,52,500,1340,21,1,1,1,10000,18,30,College,Multi-vehicle Collision,Minor Loss,,Full,0.0,1
1352,1352,85,26,1000,1180,8,3,1,1,7000,2,4,MD,Single Vehicle Collision,Total Loss,Other,Full,0.0,0
1353,1353,85,29,1000,1070,4,1,1,1,7000,6,12,MD,Vehicle Theft,Minor Loss,Fire,Full,0.0,0
1354,1354,100,49,500,1106,0,1,1,1,10000,14,27,JD,Multi-vehicle Collision,Major Loss,Police,Full,0.0,0
1355,1355,73,33,1000,1189,12,1,0,1,8000,0,15,High School,Parked Car,Total Loss,Ambulance,Full,0.0,0
1356,1356,32,59,1000,1551,7,1,0,0,1000,15,39,High School,Multi-vehicle Collision,Major Loss,Police,Full,0.0,0
1357,1357,24,30,500,1631,0,3,1,0,8000,17,11,High School,Multi-vehicle Collision,Minor Loss,,Full,0.0,0
1358,1358,82,49,1000,1324,3,3,0,1,10000,9,30,JD,Single Vehicle Collision,Total Loss,Other,Full,0.0,0
1359,1359,74,54,500,1411,5,2,1,1,1000,8,37,MD,Vehicle Theft,Total Loss,Other,Full,0.0,0
1360,1360,103,63,1000,1255,8,1,1,1,10000,5,46,Bachelor,Single Vehicle Collision,Minor Damage,,Full,0.0,0
1361,1361,14,64,1000,1158,15,3,1,0,4000,0,43,Bachelor,Single Vehicle Collision,Major Damage,Police,P2,0.0,0
1362,1362,49,34,1000,990,21,1,1,1,10000,4,12,College,Single Vehicle Collision,Minor Loss,Police,Full,0.0,0
1363,1363,38,35,2000,894,19,1,0,1,5000,20,14,Bachelor,Multi-vehicle Collision,Major Loss,,Full,0.0,0
1364,1364,61,37,2000,1608,15,1,0,1,8000,18,20,College,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,0
1365,1365,101,56,2000,1203,17,1,0,0,4000,5,39,High School,Multi-vehicle Collision,Total Loss,,Full,0.0,0
1366,1366,14,49,1000,851,11,1,0,0,9000,20,31,Associate,Multi-vehicle Collision,Major Loss,Police,Full,0.0,0
1367,1367,23,40,500,1220,15,1,1,1,6000,7,24,Masters,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
1368,1368,84,25,500,1454,11,3,1,1,8000,6,6,JD,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
1369,1369,53,58,500,1353,11,1,0,0,6000,3,41,MD,Vehicle Theft,Major Loss,Police,Full,0.0,0
1370,1370,18,34,500,1575,15,1,0,0,2000,18,14,High School,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,0
1371,1371,96,34,500,1374,19,1,1,0,6000,20,15,Masters,Vehicle Theft,Total Loss,Police,Full,0.0,0
1372,1372,6,48,1000,1169,19,4,1,1,3000,6,31,College,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
1373,1373,50,61,1000,910,6,1,1,1,4000,14,44,High School,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,0
1374,1374,51,25,1000,1483,5,1,1,0,6000,6,7,High School,Parked Car,Minor Damage,Other,Full,0.0,0
1375,1375,7,48,2000,1459,22,3,0,1,4000,2,32,Bachelor,Multi-vehicle Collision,Minor Damage,Other,Full,0.0,0
1376,1376,98,32,2000,1491,12,3,0,0,5000,8,10,MD,Single Vehicle Collision,Total Loss,Fire,Full,0.0,0
1377,1377,8,58,1000,1444,23,1,1,1,6000,11,42,MD,Multi-vehicle Collision,Major Loss,Ambulance,P2,0.0,0
1378,1378,101,43,1000,1076,19,1,1,1,2000,2,25,College,Multi-vehicle Collision,Minor Loss,Fire,Full,0.0,0
1379,1379,27,58,500,1414,4,1,1,1,4000,16,38,PhD,Vehicle Theft,Minor Damage,Ambulance,Full,0.0,0
1380,1380,43,26,1000,1167,19,1,1,1,10000,10,4,Bachelor,Multi-vehicle Collision,Major Damage,Ambulance,Full,0.0,0
1381,1381,113,50,1000,1032,20,1,1,1,4000,4,34,Bachelor,Multi-vehicle Collision,Major Loss,Police,Full,0.0,1
1382,1382,68,31,1000,1661,17,1,1,0,5000,12,11,PhD,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
1383,1383,88,50,500,1215,14,1,1,0,10000,16,31,Masters,Single Vehicle Collision,Major Loss,,Full,0.0,0
1384,1384,79,51,1000,1365,20,1,1,0,10000,6,32,Bachelor,Single Vehicle Collision,Major Loss,Other,Full,0.0,0
1385,1385,112,31,500,882,6,1,0,1,4000,14,15,College,Single Vehicle Collision,Minor Loss,Police,Full,0.0,0
1386,1386,78,44,500,1252,15,1,0,1,6000,8,28,MD,Vehicle Theft,Total Loss,Fire,Full,0.0,0
1387,1387,50,27,1000,1548,3,1,0,1,10000,20,8,Bachelor,Single Vehicle Collision,Total Loss,Police,Full,0.0,1
1388,1388,86,56,2000,1455,4,3,1,1,1000,16,35,Associate,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
1389,1389,34,51,500,1020,19,1,1,0,1000,7,32,Bachelor,Single Vehicle Collision,Major Loss,,Full,0.0,0
1390,1390,54,30,500,1599,16,3,1,1,8000,0,8,High School,Single Vehicle Collision,Total Loss,Police,Full,0.0,0
1391,1391,27,35,1000,1480,23,3,1,1,9000,13,19,High School,Single Vehicle Collision,Minor Damage,,Full,0.0,0
1392,1392,55,27,1000,1020,7,1,1,0,6000,4,8,College,Parked Car,Minor Damage,Fire,Full,0.0,0
1393,1393,99,55,500,891,14,3,1,1,9000,2,39,Masters,Multi-vehicle Collision,Minor Loss,,Full,0.0,0
1394,1394,99,49,500,1195,1,1,1,0,9000,19,28,High School,Parked Car,Major Loss,Ambulance,Full,0.0,0
1395,1395,89,44,2000,1088,8,3,1,1,8000,20,26,College,Multi-vehicle Collision,Major Damage,Other,Full,0.0,0
1396,1396,17,44,1000,1498,9,1,0,1,4000,5,27,Bachelor,Multi-vehicle Collision,Major Damage,Ambulance,Full,0.0,1
1397,1397,19,33,500,1343,12,3,1,1,7000,6,17,JD,Multi-vehicle Collision,Major Loss,Police,Full,0.0,0
1398,1398,52,43,500,1522,13,3,1,0,3000,3,23,Bachelor,Parked Car,Total Loss,Police,Full,0.0,0
1399,1399,11,47,1000,1005,20,3,0,1,9000,9,31,High School,Multi-vehicle Collision,Total Loss,Fire,Full,0.0,0
1400,1400,54,58,500,1674,6,3,0,0,9000,18,39,High School,Multi-vehicle Collision,Major Damage,Police,Full,0.0,0
