ClaimsID,DriverID,InsuranceID,IncidentID,authoritiesInvolved,policeReportBool,totalClaimAmount,fraud,VehicleID
2343,D2343,In2343,I2343,None,0.0,1000,0,V2343
2344,D2344,In2344,I2344,Police,0.0,5000,0,V2344
2345,D2345,In2345,I2345,Ambulance,0.0,5000,0,V2345
2346,D2346,In2346,I2346,Other,1.0,9000,0,V2346
2347,D2347,In2347,I2347,Ambulance,0.0,6000,0,V2347
2348,D2348,In2348,I2348,Ambulance,0.0,7000,0,V2348
2349,D2349,In2349,I2349,Police,1.0,10000,0,V2349
2350,D2350,In2350,I2350,Ambulance,0.0,3000,0,V2350
2351,D2351,In2351,I2351,None,1.0,7000,0,V2351
2352,D2352,In2352,I2352,Ambulance,1.0,3000,0,V2352
2353,D2353,In2353,I2353,Other,1.0,5000,0,V2353
2354,D2354,In2354,I2354,Other,1.0,3000,0,V2354
2355,D2355,In2355,I2355,Ambulance,0.0,9000,0,V2355
2356,D2356,In2356,I2356,Other,0.0,8000,1,V2356
2357,D2357,In2357,I2357,Ambulance,1.0,1000,0,V2357
2358,D2358,In2358,I2358,Ambulance,0.0,8000,0,V2358
2359,D2359,In2359,I2359,Police,1.0,5000,0,V2359
2360,D2360,In2360,I2360,Police,1.0,5000,0,V2360
2361,D2361,In2361,I2361,Police,0.0,9000,0,V2361
2362,D2362,In2362,I2362,Police,1.0,2000,0,V2362
2363,D2363,In2363,I2363,Police,1.0,8000,0,V2363
2364,D2364,In2364,I2364,Ambulance,1.0,6000,0,V2364
2365,D2365,In2365,I2365,None,1.0,1000,0,V2365
2366,D2366,In2366,I2366,Other,1.0,1000,0,V2366
2367,D2367,In2367,I2367,Ambulance,1.0,2000,0,V2367
2368,D2368,In2368,I2368,Ambulance,1.0,7000,0,V2368
2369,D2369,In2369,I2369,Police,0.0,10000,0,V2369
2370,D2370,In2370,I2370,Police,1.0,7000,0,V2370
2371,D2371,In2371,I2371,Ambulance,1.0,9000,0,V2371
2372,D2372,In2372,I2372,Ambulance,1.0,7000,0,V2372
2373,D2373,In2373,I2373,Other,0.0,1000,0,V2373
2374,D2374,In2374,I2374,Ambulance,1.0,8000,0,V2374
2375,D2375,In2375,I2375,None,1.0,2000,0,V2375
2376,D2376,In2376,I2376,Police,0.0,1000,0,V2376
2377,D2377,In2377,I2377,Police,1.0,10000,0,V2377
2378,D2378,In2378,I2378,Police,0.0,5000,1,V2378
2379,D2379,In2379,I2379,None,0.0,10000,0,V2379
2380,D2380,In2380,I2380,Ambulance,0.0,4000,0,V2380
2381,D2381,In2381,I2381,None,1.0,1000,0,V2381
2382,D2382,In2382,I2382,Police,1.0,2000,0,V2382
2383,D2383,In2383,I2383,Police,0.0,3000,0,V2383
2384,D2384,In2384,I2384,Ambulance,1.0,9000,0,V2384
2385,D2385,In2385,I2385,Police,1.0,3000,0,V2385
2386,D2386,In2386,I2386,None,1.0,4000,0,V2386
2387,D2387,In2387,I2387,Ambulance,1.0,1000,0,V2387
2388,D2388,In2388,I2388,Police,1.0,9000,0,V2388
2389,D2389,In2389,I2389,Police,0.0,4000,0,V2389
2390,D2390,In2390,I2390,Other,1.0,5000,0,V2390
2391,D2391,In2391,I2391,Ambulance,1.0,6000,0,V2391
2392,D2392,In2392,I2392,None,1.0,9000,0,V2392
2393,D2393,In2393,I2393,Police,1.0,4000,0,V2393
2394,D2394,In2394,I2394,Other,1.0,2000,0,V2394
2395,D2395,In2395,I2395,Ambulance,1.0,6000,0,V2395
2396,D2396,In2396,I2396,Ambulance,0.0,9000,0,V2396
2397,D2397,In2397,I2397,Ambulance,1.0,1000,0,V2397
2398,D2398,In2398,I2398,None,1.0,2000,0,V2398
2399,D2399,In2399,I2399,Ambulance,1.0,8000,0,V2399
2400,D2400,In2400,I2400,Ambulance,1.0,7000,0,V2400
2401,D2401,In2401,I2401,Other,1.0,3000,0,V2401
2402,D2402,In2402,I2402,Ambulance,0.0,5000,0,V2402
2403,D2403,In2403,I2403,None,0.0,4000,0,V2403
2404,D2404,In2404,I2404,Police,0.0,10000,0,V2404
2405,D2405,In2405,I2405,Ambulance,1.0,7000,0,V2405
2406,D2406,In2406,I2406,None,1.0,7000,0,V2406
2407,D2407,In2407,I2407,Ambulance,1.0,7000,0,V2407
2408,D2408,In2408,I2408,Ambulance,0.0,2000,0,V2408
2409,D2409,In2409,I2409,Ambulance,1.0,8000,0,V2409
2410,D2410,In2410,I2410,Ambulance,0.0,6000,0,V2410
2411,D2411,In2411,I2411,Ambulance,0.0,5000,0,V2411
2412,D2412,In2412,I2412,Police,1.0,1000,0,V2412
2413,D2413,In2413,I2413,Other,1.0,5000,0,V2413
2414,D2414,In2414,I2414,Police,0.0,7000,0,V2414
2415,D2415,In2415,I2415,Ambulance,1.0,7000,0,V2415
2416,D2416,In2416,I2416,Police,1.0,1000,0,V2416
2417,D2417,In2417,I2417,Police,1.0,2000,0,V2417
2418,D2418,In2418,I2418,Police,1.0,1000,0,V2418
2419,D2419,In2419,I2419,Ambulance,1.0,5000,0,V2419
2420,D2420,In2420,I2420,Ambulance,1.0,1000,0,V2420
2421,D2421,In2421,I2421,None,1.0,7000,0,V2421
2422,D2422,In2422,I2422,Other,1.0,10000,0,V2422
2423,D2423,In2423,I2423,Ambulance,0.0,7000,0,V2423
2424,D2424,In2424,I2424,Police,0.0,10000,0,V2424
2425,D2425,In2425,I2425,Police,0.0,8000,0,V2425
2426,D2426,In2426,I2426,None,1.0,4000,0,V2426
2427,D2427,In2427,I2427,Other,1.0,8000,0,V2427
2428,D2428,In2428,I2428,Ambulance,1.0,9000,0,V2428
2429,D2429,In2429,I2429,None,0.0,5000,0,V2429
2430,D2430,In2430,I2430,None,1.0,9000,0,V2430
2431,D2431,In2431,I2431,Other,0.0,5000,0,V2431
2432,D2432,In2432,I2432,Ambulance,1.0,3000,0,V2432
2433,D2433,In2433,I2433,Ambulance,0.0,2000,0,V2433
2434,D2434,In2434,I2434,Police,0.0,8000,0,V2434
2435,D2435,In2435,I2435,Ambulance,1.0,7000,0,V2435
2436,D2436,In2436,I2436,Ambulance,1.0,4000,0,V2436
2437,D2437,In2437,I2437,Ambulance,1.0,4000,0,V2437
2438,D2438,In2438,I2438,Ambulance,1.0,8000,0,V2438
2439,D2439,In2439,I2439,Ambulance,1.0,3000,0,V2439
2440,D2440,In2440,I2440,Other,1.0,10000,0,V2440
2441,D2441,In2441,I2441,Ambulance,1.0,8000,0,V2441
2442,D2442,In2442,I2442,Ambulance,1.0,2000,0,V2442
2443,D2443,In2443,I2443,Other,1.0,2000,0,V2443
2444,D2444,In2444,I2444,Police,1.0,5000,0,V2444
2445,D2445,In2445,I2445,Police,0.0,2000,0,V2445
2446,D2446,In2446,I2446,Ambulance,0.0,1000,0,V2446
2447,D2447,In2447,I2447,Police,1.0,7000,0,V2447
2448,D2448,In2448,I2448,None,0.0,5000,0,V2448
2449,D2449,In2449,I2449,Police,1.0,2000,0,V2449
2450,D2450,In2450,I2450,None,1.0,10000,0,V2450
2451,D2451,In2451,I2451,Other,0.0,7000,0,V2451
2452,D2452,In2452,I2452,None,1.0,2000,0,V2452
2453,D2453,In2453,I2453,Ambulance,1.0,8000,0,V2453
2454,D2454,In2454,I2454,Ambulance,1.0,4000,0,V2454
2455,D2455,In2455,I2455,Ambulance,1.0,4000,0,V2455
2456,D2456,In2456,I2456,Police,0.0,7000,0,V2456
2457,D2457,In2457,I2457,Other,1.0,1000,0,V2457
2458,D2458,In2458,I2458,Ambulance,1.0,4000,0,V2458
2459,D2459,In2459,I2459,None,1.0,9000,1,V2459
2460,D2460,In2460,I2460,Other,0.0,2000,0,V2460
2461,D2461,In2461,I2461,None,1.0,6000,0,V2461
2462,D2462,In2462,I2462,Ambulance,1.0,8000,0,V2462
2463,D2463,In2463,I2463,None,1.0,6000,0,V2463
2464,D2464,In2464,I2464,Ambulance,0.0,8000,0,V2464
2465,D2465,In2465,I2465,Police,1.0,7000,0,V2465
2466,D2466,In2466,I2466,None,1.0,7000,0,V2466
2467,D2467,In2467,I2467,Ambulance,1.0,2000,0,V2467
2468,D2468,In2468,I2468,Other,1.0,2000,1,V2468
2469,D2469,In2469,I2469,Ambulance,0.0,1000,0,V2469
2470,D2470,In2470,I2470,Ambulance,1.0,10000,0,V2470
2471,D2471,In2471,I2471,Police,1.0,5000,0,V2471
2472,D2472,In2472,I2472,None,1.0,1000,0,V2472
2473,D2473,In2473,I2473,None,0.0,3000,0,V2473
2474,D2474,In2474,I2474,None,0.0,10000,0,V2474
2475,D2475,In2475,I2475,Ambulance,1.0,4000,0,V2475
2476,D2476,In2476,I2476,Ambulance,1.0,7000,0,V2476
2477,D2477,In2477,I2477,Ambulance,1.0,8000,0,V2477
2478,D2478,In2478,I2478,Ambulance,0.0,10000,0,V2478
2479,D2479,In2479,I2479,Police,1.0,3000,0,V2479
2480,D2480,In2480,I2480,Ambulance,0.0,7000,0,V2480
2481,D2481,In2481,I2481,None,1.0,6000,0,V2481
2482,D2482,In2482,I2482,Police,1.0,3000,0,V2482
2483,D2483,In2483,I2483,None,1.0,7000,1,V2483
2484,D2484,In2484,I2484,Ambulance,1.0,3000,0,V2484
2485,D2485,In2485,I2485,Ambulance,1.0,6000,0,V2485
2486,D2486,In2486,I2486,Ambulance,0.0,1000,0,V2486
2487,D2487,In2487,I2487,Other,1.0,10000,0,V2487
2488,D2488,In2488,I2488,Other,1.0,7000,0,V2488
2489,D2489,In2489,I2489,Ambulance,0.0,3000,0,V2489
2490,D2490,In2490,I2490,Ambulance,1.0,7000,0,V2490
2491,D2491,In2491,I2491,Ambulance,1.0,2000,0,V2491
2492,D2492,In2492,I2492,Police,1.0,7000,0,V2492
2493,D2493,In2493,I2493,Police,0.0,4000,0,V2493
2494,D2494,In2494,I2494,None,1.0,9000,0,V2494
2495,D2495,In2495,I2495,None,1.0,8000,0,V2495
2496,D2496,In2496,I2496,Ambulance,1.0,2000,0,V2496
2497,D2497,In2497,I2497,Ambulance,0.0,4000,0,V2497
2498,D2498,In2498,I2498,Police,0.0,8000,0,V2498
2499,D2499,In2499,I2499,Ambulance,0.0,10000,0,V2499
2500,D2500,In2500,I2500,Other,1.0,1000,0,V2500
2501,D2501,In2501,I2501,Ambulance,1.0,8000,0,V2501
2502,D2502,In2502,I2502,Ambulance,0.0,3000,0,V2502
2503,D2503,In2503,I2503,Ambulance,1.0,3000,0,V2503
2504,D2504,In2504,I2504,None,0.0,3000,0,V2504
2505,D2505,In2505,I2505,Other,1.0,2000,0,V2505
2506,D2506,In2506,I2506,Ambulance,1.0,6000,0,V2506
2507,D2507,In2507,I2507,Ambulance,1.0,4000,0,V2507
2508,D2508,In2508,I2508,Police,1.0,10000,0,V2508
2509,D2509,In2509,I2509,Ambulance,1.0,4000,0,V2509
2510,D2510,In2510,I2510,Police,0.0,7000,0,V2510
2511,D2511,In2511,I2511,Police,1.0,8000,0,V2511
2512,D2512,In2512,I2512,Other,0.0,5000,0,V2512
2513,D2513,In2513,I2513,None,1.0,2000,0,V2513
2514,D2514,In2514,I2514,Police,1.0,2000,0,V2514
2515,D2515,In2515,I2515,Police,1.0,6000,0,V2515
2516,D2516,In2516,I2516,Police,1.0,1000,0,V2516
2517,D2517,In2517,I2517,Ambulance,1.0,10000,0,V2517
2518,D2518,In2518,I2518,None,1.0,6000,0,V2518
2519,D2519,In2519,I2519,Ambulance,1.0,8000,0,V2519
2520,D2520,In2520,I2520,None,1.0,8000,0,V2520
2521,D2521,In2521,I2521,Ambulance,1.0,8000,0,V2521
2522,D2522,In2522,I2522,None,0.0,7000,0,V2522
2523,D2523,In2523,I2523,Police,1.0,2000,1,V2523
2524,D2524,In2524,I2524,None,1.0,3000,0,V2524
2525,D2525,In2525,I2525,None,1.0,10000,0,V2525
2526,D2526,In2526,I2526,Ambulance,1.0,10000,0,V2526
2527,D2527,In2527,I2527,None,1.0,2000,0,V2527
2528,D2528,In2528,I2528,None,1.0,2000,0,V2528
2529,D2529,In2529,I2529,Police,1.0,10000,0,V2529
2530,D2530,In2530,I2530,None,1.0,8000,0,V2530
2531,D2531,In2531,I2531,Police,1.0,9000,0,V2531
2532,D2532,In2532,I2532,Police,0.0,5000,0,V2532
2533,D2533,In2533,I2533,Police,1.0,4000,0,V2533
2534,D2534,In2534,I2534,None,0.0,10000,0,V2534
2535,D2535,In2535,I2535,None,1.0,5000,0,V2535
2536,D2536,In2536,I2536,Police,0.0,8000,0,V2536
2537,D2537,In2537,I2537,Ambulance,1.0,2000,0,V2537
2538,D2538,In2538,I2538,Police,1.0,1000,0,V2538
2539,D2539,In2539,I2539,None,1.0,6000,0,V2539
2540,D2540,In2540,I2540,Ambulance,1.0,7000,0,V2540
2541,D2541,In2541,I2541,Other,1.0,9000,0,V2541
2542,D2542,In2542,I2542,Ambulance,1.0,10000,0,V2542
2543,D2543,In2543,I2543,None,1.0,10000,0,V2543
2544,D2544,In2544,I2544,Other,1.0,10000,0,V2544
2545,D2545,In2545,I2545,Ambulance,1.0,2000,0,V2545
2546,D2546,In2546,I2546,Police,1.0,9000,0,V2546
2547,D2547,In2547,I2547,Ambulance,1.0,7000,0,V2547
2548,D2548,In2548,I2548,Ambulance,0.0,4000,0,V2548
2549,D2549,In2549,I2549,Police,1.0,9000,0,V2549
2550,D2550,In2550,I2550,Ambulance,0.0,4000,0,V2550
2551,D2551,In2551,I2551,Police,1.0,8000,0,V2551
2552,D2552,In2552,I2552,Police,1.0,2000,0,V2552
2553,D2553,In2553,I2553,Ambulance,0.0,4000,0,V2553
2554,D2554,In2554,I2554,Ambulance,1.0,3000,0,V2554
2555,D2555,In2555,I2555,Other,1.0,4000,0,V2555
2556,D2556,In2556,I2556,Ambulance,1.0,3000,0,V2556
2557,D2557,In2557,I2557,Other,1.0,7000,0,V2557
2558,D2558,In2558,I2558,Ambulance,1.0,9000,0,V2558
2559,D2559,In2559,I2559,Ambulance,1.0,5000,0,V2559
2560,D2560,In2560,I2560,None,1.0,2000,0,V2560
2561,D2561,In2561,I2561,Other,0.0,1000,0,V2561
2562,D2562,In2562,I2562,Ambulance,1.0,8000,0,V2562
2563,D2563,In2563,I2563,None,1.0,4000,0,V2563
2564,D2564,In2564,I2564,Police,1.0,2000,0,V2564
2565,D2565,In2565,I2565,Other,1.0,3000,0,V2565
2566,D2566,In2566,I2566,Ambulance,1.0,4000,0,V2566
2567,D2567,In2567,I2567,Ambulance,1.0,7000,0,V2567
2568,D2568,In2568,I2568,None,1.0,7000,1,V2568
2569,D2569,In2569,I2569,Ambulance,1.0,10000,0,V2569
2570,D2570,In2570,I2570,Ambulance,1.0,4000,0,V2570
2571,D2571,In2571,I2571,Police,0.0,9000,0,V2571
2572,D2572,In2572,I2572,Ambulance,1.0,7000,0,V2572
2573,D2573,In2573,I2573,Ambulance,1.0,1000,0,V2573
2574,D2574,In2574,I2574,Ambulance,1.0,2000,0,V2574
