IncidentID,accidentType,incidentSeverity,incidentTime,numVehiclesInvolved,numBodilyInjuries
I2128,Single Vehicle Collision,Major Loss,3.0,1.0,0.0
I2129,Multi-vehicle Collision,Major Loss,5.0,3.0,1.0
I2130,Single Vehicle Collision,Minor Loss,2.0,1.0,0.0
I2131,Multi-vehicle Collision,Total Loss,11.0,3.0,1.0
I2132,Multi-vehicle Collision,Minor Loss,20.0,3.0,1.0
I2133,Parked Car,Minor Loss,23.0,1.0,1.0
I2134,Multi-vehicle Collision,Minor Loss,20.0,3.0,1.0
I2135,Single Vehicle Collision,Major Loss,16.0,1.0,1.0
I2136,Multi-vehicle Collision,Total Loss,9.0,3.0,0.0
I2137,Parked Car,Total Loss,9.0,1.0,1.0
I2138,Single Vehicle Collision,Major Loss,4.0,1.0,0.0
I2139,Multi-vehicle Collision,Minor Loss,7.0,2.0,1.0
I2140,Single Vehicle Collision,Total Loss,4.0,1.0,1.0
I2141,Multi-vehicle Collision,Total Loss,18.0,3.0,1.0
I2142,Multi-vehicle Collision,Minor Loss,4.0,3.0,0.0
I2143,Multi-vehicle Collision,Minor Loss,21.0,3.0,1.0
I2144,Single Vehicle Collision,Total Loss,19.0,1.0,1.0
I2145,Multi-vehicle Collision,Minor Loss,20.0,3.0,1.0
I2146,Multi-vehicle Collision,Total Loss,2.0,4.0,1.0
I2147,Multi-vehicle Collision,Minor Loss,7.0,3.0,0.0
I2148,Single Vehicle Collision,Total Loss,3.0,1.0,0.0
I2149,Multi-vehicle Collision,Total Loss,11.0,3.0,1.0
I2150,Single Vehicle Collision,Total Loss,2.0,1.0,1.0
I2151,Multi-vehicle Collision,Minor Loss,5.0,2.0,0.0
I2152,Single Vehicle Collision,Minor Loss,16.0,1.0,1.0
I2153,Multi-vehicle Collision,Total Loss,8.0,3.0,0.0
I2154,Multi-vehicle Collision,Total Loss,11.0,3.0,0.0
I2155,Single Vehicle Collision,Major Loss,22.0,1.0,1.0
I2156,Parked Car,Major Loss,15.0,1.0,1.0
I2157,Multi-vehicle Collision,Total Loss,1.0,3.0,0.0
I2158,Vehicle Theft,Total Loss,4.0,1.0,1.0
I2159,Multi-vehicle Collision,Minor Loss,19.0,3.0,1.0
I2160,Single Vehicle Collision,Minor Loss,15.0,1.0,1.0
I2161,Single Vehicle Collision,Total Loss,18.0,1.0,1.0
I2162,Multi-vehicle Collision,Total Loss,4.0,3.0,1.0
I2163,Single Vehicle Collision,Major Loss,14.0,1.0,0.0
I2164,Vehicle Theft,Minor Loss,13.0,1.0,1.0
I2165,Multi-vehicle Collision,Minor Loss,11.0,3.0,0.0
I2166,Multi-vehicle Collision,Minor Loss,19.0,3.0,0.0
I2167,Single Vehicle Collision,Total Loss,0.0,1.0,0.0
I2168,Single Vehicle Collision,Total Loss,21.0,1.0,1.0
I2169,Single Vehicle Collision,Minor Loss,6.0,1.0,1.0
I2170,Parked Car,Major Loss,12.0,1.0,1.0
I2171,Multi-vehicle Collision,Total Loss,3.0,3.0,1.0
I2172,Multi-vehicle Collision,Minor Loss,7.0,3.0,0.0
I2173,Single Vehicle Collision,Minor Loss,6.0,1.0,0.0
I2174,Single Vehicle Collision,Major Loss,5.0,1.0,1.0
I2175,Parked Car,Minor Loss,15.0,1.0,1.0
I2176,Single Vehicle Collision,Minor Loss,2.0,1.0,1.0
I2177,Multi-vehicle Collision,Major Loss,19.0,3.0,1.0
I2178,Multi-vehicle Collision,Minor Loss,17.0,3.0,1.0
I2179,Parked Car,Major Loss,8.0,1.0,1.0
I2180,Multi-vehicle Collision,Total Loss,14.0,3.0,1.0
I2181,Single Vehicle Collision,Minor Loss,8.0,1.0,1.0
I2182,Parked Car,Total Loss,16.0,1.0,1.0
I2183,Single Vehicle Collision,Minor Loss,23.0,1.0,0.0
I2184,Single Vehicle Collision,Total Loss,7.0,1.0,1.0
I2185,Multi-vehicle Collision,Major Loss,13.0,2.0,1.0
I2186,Multi-vehicle Collision,Major Loss,15.0,4.0,0.0
I2187,Single Vehicle Collision,Major Loss,0.0,1.0,1.0
I2188,Single Vehicle Collision,Major Loss,19.0,1.0,1.0
I2189,Parked Car,Total Loss,2.0,1.0,1.0
I2190,Vehicle Theft,Total Loss,8.0,1.0,1.0
I2191,Single Vehicle Collision,Minor Loss,1.0,1.0,0.0
I2192,Vehicle Theft,Minor Loss,4.0,1.0,0.0
I2193,Multi-vehicle Collision,Minor Loss,8.0,3.0,1.0
I2194,Multi-vehicle Collision,Minor Loss,14.0,3.0,1.0
I2195,Multi-vehicle Collision,Minor Loss,5.0,3.0,1.0
I2196,Single Vehicle Collision,Minor Loss,2.0,1.0,1.0
I2197,Single Vehicle Collision,Minor Loss,7.0,1.0,1.0
I2198,Multi-vehicle Collision,Minor Loss,16.0,3.0,1.0
I2199,Multi-vehicle Collision,Major Loss,7.0,3.0,1.0
I2200,Multi-vehicle Collision,Total Loss,5.0,3.0,1.0
I2201,Multi-vehicle Collision,Major Loss,23.0,3.0,1.0
I2202,Parked Car,Major Loss,18.0,1.0,1.0
I2203,Vehicle Theft,Total Loss,11.0,1.0,1.0
I2204,Vehicle Theft,Total Loss,3.0,1.0,0.0
I2205,Single Vehicle Collision,Major Loss,2.0,1.0,1.0
I2206,Multi-vehicle Collision,Minor Loss,15.0,3.0,0.0
I2207,Single Vehicle Collision,Total Loss,15.0,1.0,1.0
I2208,Single Vehicle Collision,Minor Loss,23.0,1.0,0.0
I2209,Multi-vehicle Collision,Major Loss,18.0,4.0,0.0
I2210,Single Vehicle Collision,Total Loss,3.0,1.0,0.0
I2211,Multi-vehicle Collision,Total Loss,3.0,4.0,0.0
I2212,Single Vehicle Collision,Total Loss,13.0,1.0,0.0
I2213,Single Vehicle Collision,Minor Loss,18.0,1.0,1.0
I2214,Multi-vehicle Collision,Minor Loss,5.0,4.0,0.0
I2215,Single Vehicle Collision,Total Loss,5.0,1.0,1.0
I2216,Single Vehicle Collision,Major Loss,9.0,1.0,1.0
I2217,Multi-vehicle Collision,Minor Loss,16.0,3.0,1.0
I2218,Multi-vehicle Collision,Total Loss,22.0,4.0,1.0
I2219,Single Vehicle Collision,Total Loss,22.0,1.0,1.0
I2220,Single Vehicle Collision,Major Loss,10.0,1.0,1.0
I2221,Parked Car,Major Loss,15.0,1.0,0.0
I2222,Parked Car,Minor Loss,20.0,1.0,1.0
I2223,Parked Car,Major Loss,6.0,1.0,1.0
I2224,Multi-vehicle Collision,Minor Loss,0.0,3.0,1.0
I2225,Parked Car,Major Loss,20.0,1.0,1.0
I2226,Multi-vehicle Collision,Minor Loss,2.0,3.0,1.0
I2227,Single Vehicle Collision,Major Loss,10.0,1.0,1.0
I2228,Single Vehicle Collision,Major Loss,1.0,1.0,0.0
I2229,Multi-vehicle Collision,Minor Loss,19.0,3.0,0.0
I2230,Single Vehicle Collision,Major Loss,22.0,1.0,1.0
I2231,Multi-vehicle Collision,Total Loss,18.0,3.0,1.0
I2232,Multi-vehicle Collision,Total Loss,21.0,3.0,1.0
I2233,Multi-vehicle Collision,Minor Loss,13.0,3.0,0.0
I2234,Multi-vehicle Collision,Major Loss,14.0,3.0,1.0
I2235,Multi-vehicle Collision,Minor Loss,0.0,2.0,1.0
I2236,Single Vehicle Collision,Minor Loss,21.0,1.0,0.0
I2237,Single Vehicle Collision,Minor Loss,0.0,1.0,1.0
I2238,Multi-vehicle Collision,Total Loss,16.0,3.0,1.0
I2239,Multi-vehicle Collision,Major Loss,4.0,2.0,1.0
I2240,Multi-vehicle Collision,Minor Loss,2.0,2.0,1.0
I2241,Multi-vehicle Collision,Major Loss,10.0,2.0,1.0
I2242,Multi-vehicle Collision,Total Loss,16.0,4.0,0.0
I2243,Parked Car,Minor Loss,22.0,1.0,1.0
I2244,Multi-vehicle Collision,Total Loss,12.0,3.0,1.0
I2245,Single Vehicle Collision,Total Loss,10.0,1.0,1.0
I2246,Single Vehicle Collision,Total Loss,13.0,1.0,1.0
I2247,Single Vehicle Collision,Total Loss,15.0,1.0,1.0
I2248,Single Vehicle Collision,Minor Loss,7.0,1.0,0.0
I2249,Parked Car,Major Loss,9.0,1.0,0.0
I2250,Multi-vehicle Collision,Major Loss,2.0,3.0,1.0
I2251,Single Vehicle Collision,Total Loss,18.0,1.0,1.0
I2252,Single Vehicle Collision,Major Loss,23.0,1.0,1.0
I2253,Multi-vehicle Collision,Total Loss,7.0,4.0,0.0
I2254,Parked Car,Major Loss,19.0,1.0,1.0
I2255,Single Vehicle Collision,Minor Loss,8.0,1.0,1.0
I2256,Multi-vehicle Collision,Major Loss,6.0,3.0,1.0
I2257,Multi-vehicle Collision,Minor Loss,20.0,2.0,1.0
I2258,Single Vehicle Collision,Major Loss,21.0,1.0,1.0
I2259,Single Vehicle Collision,Total Loss,7.0,1.0,1.0
I2260,Parked Car,Minor Loss,23.0,1.0,0.0
I2261,Multi-vehicle Collision,Total Loss,16.0,3.0,1.0
I2262,Single Vehicle Collision,Minor Loss,9.0,1.0,1.0
I2263,Single Vehicle Collision,Total Loss,1.0,1.0,0.0
I2264,Single Vehicle Collision,Minor Loss,14.0,1.0,0.0
I2265,Parked Car,Major Loss,1.0,1.0,0.0
I2266,Parked Car,Minor Loss,11.0,1.0,1.0
I2267,Vehicle Theft,Minor Loss,12.0,1.0,1.0
I2268,Multi-vehicle Collision,Minor Loss,7.0,3.0,0.0
I2269,Vehicle Theft,Minor Loss,15.0,1.0,1.0
I2270,Single Vehicle Collision,Total Loss,16.0,1.0,1.0
I2271,Single Vehicle Collision,Major Loss,0.0,1.0,1.0
I2272,Multi-vehicle Collision,Minor Loss,1.0,3.0,1.0
I2273,Single Vehicle Collision,Minor Loss,9.0,1.0,1.0
I2274,Single Vehicle Collision,Major Loss,17.0,1.0,1.0
I2275,Single Vehicle Collision,Total Loss,12.0,1.0,0.0
I2276,Single Vehicle Collision,Major Loss,7.0,1.0,1.0
I2277,Single Vehicle Collision,Total Loss,15.0,1.0,1.0
I2278,Multi-vehicle Collision,Total Loss,15.0,3.0,1.0
I2279,Single Vehicle Collision,Major Loss,22.0,1.0,1.0
I2280,Single Vehicle Collision,Total Loss,1.0,1.0,1.0
I2281,Single Vehicle Collision,Minor Loss,12.0,1.0,0.0
I2282,Single Vehicle Collision,Major Loss,20.0,1.0,1.0
I2283,Multi-vehicle Collision,Major Loss,7.0,3.0,1.0
I2284,Multi-vehicle Collision,Major Loss,0.0,3.0,1.0
I2285,Multi-vehicle Collision,Total Loss,3.0,3.0,0.0
I2286,Parked Car,Minor Loss,20.0,1.0,1.0
I2287,Multi-vehicle Collision,Total Loss,11.0,3.0,0.0
I2288,Multi-vehicle Collision,Minor Loss,1.0,2.0,1.0
I2289,Multi-vehicle Collision,Minor Loss,23.0,3.0,1.0
I2290,Multi-vehicle Collision,Minor Loss,8.0,3.0,1.0
I2291,Multi-vehicle Collision,Major Loss,5.0,3.0,1.0
I2292,Parked Car,Minor Loss,8.0,1.0,1.0
I2293,Vehicle Theft,Minor Loss,22.0,1.0,1.0
I2294,Multi-vehicle Collision,Total Loss,13.0,3.0,1.0
I2295,Multi-vehicle Collision,Major Loss,10.0,3.0,1.0
I2296,Vehicle Theft,Total Loss,21.0,1.0,1.0
I2297,Single Vehicle Collision,Major Loss,10.0,1.0,1.0
I2298,Multi-vehicle Collision,Major Loss,5.0,3.0,0.0
I2299,Parked Car,Total Loss,8.0,1.0,0.0
I2300,Multi-vehicle Collision,Total Loss,0.0,4.0,1.0
I2301,Vehicle Theft,Major Loss,23.0,1.0,1.0
I2302,Multi-vehicle Collision,Total Loss,12.0,3.0,1.0
I2303,Single Vehicle Collision,Total Loss,12.0,1.0,0.0
I2304,Single Vehicle Collision,Major Loss,5.0,1.0,0.0
I2305,Single Vehicle Collision,Major Loss,6.0,1.0,1.0
I2306,Parked Car,Total Loss,7.0,1.0,0.0
I2307,Single Vehicle Collision,Total Loss,21.0,1.0,0.0
I2308,Multi-vehicle Collision,Major Loss,3.0,3.0,1.0
I2309,Vehicle Theft,Major Loss,21.0,1.0,1.0
I2310,Single Vehicle Collision,Major Loss,6.0,1.0,1.0
I2311,Single Vehicle Collision,Minor Loss,23.0,1.0,1.0
I2312,Multi-vehicle Collision,Major Loss,3.0,3.0,1.0
I2313,Multi-vehicle Collision,Total Loss,3.0,3.0,1.0
I2314,Multi-vehicle Collision,Total Loss,11.0,3.0,1.0
I2315,Single Vehicle Collision,Total Loss,18.0,1.0,1.0
I2316,Single Vehicle Collision,Major Loss,0.0,1.0,1.0
I2317,Vehicle Theft,Major Loss,23.0,1.0,1.0
I2318,Parked Car,Total Loss,18.0,1.0,1.0
I2319,Single Vehicle Collision,Total Loss,2.0,1.0,1.0
I2320,Parked Car,Total Loss,0.0,1.0,1.0
I2321,Single Vehicle Collision,Major Loss,4.0,1.0,1.0
I2322,Multi-vehicle Collision,Minor Loss,23.0,3.0,0.0
I2323,Multi-vehicle Collision,Minor Loss,2.0,3.0,0.0
I2324,Multi-vehicle Collision,Total Loss,1.0,3.0,1.0
I2325,Vehicle Theft,Minor Loss,2.0,1.0,1.0
I2326,Vehicle Theft,Minor Loss,5.0,1.0,0.0
I2327,Parked Car,Minor Loss,21.0,1.0,1.0
I2328,Multi-vehicle Collision,Minor Loss,22.0,3.0,0.0
I2329,Multi-vehicle Collision,Major Loss,6.0,3.0,1.0
I2330,Vehicle Theft,Major Loss,15.0,1.0,1.0
I2331,Multi-vehicle Collision,Total Loss,3.0,3.0,1.0
I2332,Single Vehicle Collision,Minor Loss,15.0,1.0,0.0
I2333,Parked Car,Total Loss,2.0,1.0,0.0
I2334,Multi-vehicle Collision,Minor Loss,17.0,4.0,1.0
I2335,Single Vehicle Collision,Major Loss,10.0,1.0,1.0
I2336,Multi-vehicle Collision,Minor Loss,18.0,2.0,1.0
I2337,Single Vehicle Collision,Major Loss,23.0,1.0,1.0
I2338,Single Vehicle Collision,Major Loss,15.0,1.0,1.0
I2339,Multi-vehicle Collision,Minor Loss,18.0,3.0,1.0
I2340,Multi-vehicle Collision,Major Loss,5.0,3.0,0.0
I2341,Multi-vehicle Collision,Minor Loss,3.0,3.0,0.0
I2342,Single Vehicle Collision,Total Loss,9.0,1.0,0.0
I2343,Single Vehicle Collision,Minor Loss,4.0,1.0,0.0
I2344,Parked Car,Major Loss,4.0,1.0,1.0
I2345,Single Vehicle Collision,Total Loss,16.0,1.0,1.0
I2346,Single Vehicle Collision,Minor Loss,13.0,1.0,1.0
I2347,Multi-vehicle Collision,Minor Loss,13.0,2.0,0.0
I2348,Multi-vehicle Collision,Total Loss,0.0,3.0,1.0
I2349,Multi-vehicle Collision,Total Loss,13.0,3.0,1.0
I2350,Single Vehicle Collision,Minor Loss,10.0,1.0,1.0
I2351,Multi-vehicle Collision,Minor Loss,19.0,2.0,0.0
I2352,Multi-vehicle Collision,Total Loss,13.0,3.0,1.0
I2353,Multi-vehicle Collision,Major Loss,22.0,3.0,1.0
I2354,Single Vehicle Collision,Total Loss,7.0,1.0,1.0
I2355,Single Vehicle Collision,Minor Loss,6.0,1.0,0.0
I2356,Multi-vehicle Collision,Minor Loss,6.0,2.0,1.0
I2357,Multi-vehicle Collision,Minor Loss,4.0,3.0,1.0
I2358,Multi-vehicle Collision,Total Loss,10.0,3.0,0.0
I2359,Single Vehicle Collision,Total Loss,21.0,1.0,0.0
I2360,Single Vehicle Collision,Major Loss,22.0,1.0,0.0
I2361,Single Vehicle Collision,Major Loss,4.0,1.0,0.0
I2362,Single Vehicle Collision,Minor Loss,14.0,1.0,0.0
I2363,Multi-vehicle Collision,Minor Loss,21.0,3.0,0.0
I2364,Single Vehicle Collision,Minor Loss,6.0,1.0,1.0
I2365,Single Vehicle Collision,Total Loss,21.0,1.0,1.0
I2366,Single Vehicle Collision,Minor Loss,8.0,1.0,0.0
I2367,Parked Car,Total Loss,18.0,1.0,1.0
I2368,Multi-vehicle Collision,Major Loss,20.0,3.0,1.0
I2369,Single Vehicle Collision,Major Loss,14.0,1.0,1.0
I2370,Single Vehicle Collision,Major Loss,14.0,1.0,1.0
I2371,Single Vehicle Collision,Major Loss,16.0,1.0,1.0
I2372,Single Vehicle Collision,Minor Loss,23.0,1.0,0.0
I2373,Parked Car,Minor Loss,18.0,1.0,1.0
I2374,Multi-vehicle Collision,Minor Loss,0.0,3.0,0.0
I2375,Multi-vehicle Collision,Total Loss,7.0,3.0,0.0
I2376,Single Vehicle Collision,Total Loss,1.0,1.0,0.0
I2377,Multi-vehicle Collision,Total Loss,14.0,3.0,0.0
I2378,Single Vehicle Collision,Major Loss,7.0,1.0,1.0
I2379,Multi-vehicle Collision,Major Loss,14.0,3.0,0.0
I2380,Multi-vehicle Collision,Total Loss,20.0,3.0,0.0
I2381,Single Vehicle Collision,Minor Loss,4.0,1.0,0.0
I2382,Multi-vehicle Collision,Major Loss,15.0,4.0,0.0
I2383,Vehicle Theft,Minor Loss,5.0,1.0,1.0
I2384,Single Vehicle Collision,Major Loss,21.0,1.0,0.0
I2385,Single Vehicle Collision,Total Loss,7.0,1.0,1.0
I2386,Single Vehicle Collision,Total Loss,18.0,1.0,1.0
I2387,Single Vehicle Collision,Major Loss,15.0,1.0,0.0
I2388,Multi-vehicle Collision,Major Loss,14.0,4.0,0.0
I2389,Multi-vehicle Collision,Total Loss,7.0,3.0,1.0
I2390,Multi-vehicle Collision,Major Loss,15.0,3.0,1.0
I2391,Multi-vehicle Collision,Major Loss,6.0,2.0,0.0
I2392,Single Vehicle Collision,Major Loss,10.0,1.0,0.0
I2393,Multi-vehicle Collision,Major Loss,15.0,3.0,1.0
I2394,Parked Car,Minor Loss,0.0,1.0,1.0
I2395,Parked Car,Major Loss,1.0,1.0,1.0
I2396,Single Vehicle Collision,Major Loss,10.0,1.0,1.0
I2397,Single Vehicle Collision,Minor Loss,2.0,1.0,1.0
I2398,Parked Car,Major Loss,21.0,1.0,1.0
I2399,Vehicle Theft,Minor Loss,2.0,1.0,1.0
I2400,Single Vehicle Collision,Total Loss,17.0,1.0,0.0
I2401,Multi-vehicle Collision,Total Loss,1.0,3.0,0.0
I2402,Multi-vehicle Collision,Major Loss,15.0,3.0,1.0
I2403,Multi-vehicle Collision,Total Loss,7.0,2.0,1.0
I2404,Single Vehicle Collision,Total Loss,8.0,1.0,1.0
I2405,Parked Car,Major Loss,9.0,1.0,0.0
I2406,Vehicle Theft,Total Loss,6.0,1.0,1.0
I2407,Multi-vehicle Collision,Major Loss,8.0,3.0,0.0
I2408,Multi-vehicle Collision,Minor Loss,15.0,3.0,1.0
I2409,Vehicle Theft,Major Loss,21.0,1.0,1.0
I2410,Single Vehicle Collision,Minor Loss,15.0,1.0,1.0
I2411,Multi-vehicle Collision,Minor Loss,5.0,3.0,1.0
I2412,Single Vehicle Collision,Total Loss,9.0,1.0,1.0
I2413,Single Vehicle Collision,Total Loss,9.0,1.0,1.0
I2414,Multi-vehicle Collision,Major Loss,0.0,3.0,1.0
I2415,Multi-vehicle Collision,Major Loss,7.0,2.0,0.0
I2416,Multi-vehicle Collision,Major Loss,9.0,4.0,1.0
I2417,Multi-vehicle Collision,Total Loss,1.0,3.0,1.0
I2418,Multi-vehicle Collision,Minor Loss,0.0,3.0,1.0
I2419,Multi-vehicle Collision,Total Loss,15.0,3.0,1.0
I2420,Single Vehicle Collision,Major Loss,17.0,1.0,1.0
I2421,Multi-vehicle Collision,Major Loss,7.0,3.0,1.0
I2422,Multi-vehicle Collision,Major Loss,6.0,3.0,1.0
I2423,Multi-vehicle Collision,Minor Loss,6.0,3.0,1.0
I2424,Multi-vehicle Collision,Major Loss,6.0,3.0,1.0
I2425,Multi-vehicle Collision,Total Loss,6.0,3.0,1.0
I2426,Multi-vehicle Collision,Major Loss,16.0,2.0,1.0
I2427,Single Vehicle Collision,Major Loss,3.0,1.0,1.0
I2428,Parked Car,Minor Loss,23.0,1.0,0.0
I2429,Single Vehicle Collision,Minor Loss,22.0,1.0,1.0
I2430,Parked Car,Major Loss,14.0,1.0,1.0
I2431,Multi-vehicle Collision,Major Loss,1.0,3.0,1.0
I2432,Multi-vehicle Collision,Total Loss,3.0,3.0,1.0
I2433,Multi-vehicle Collision,Minor Loss,23.0,4.0,0.0
I2434,Multi-vehicle Collision,Minor Loss,4.0,3.0,0.0
I2435,Single Vehicle Collision,Major Loss,1.0,1.0,1.0
I2436,Single Vehicle Collision,Total Loss,9.0,1.0,1.0
I2437,Single Vehicle Collision,Total Loss,3.0,1.0,1.0
I2438,Parked Car,Minor Loss,11.0,1.0,1.0
I2439,Vehicle Theft,Minor Loss,8.0,1.0,1.0
I2440,Single Vehicle Collision,Minor Loss,7.0,1.0,1.0
I2441,Single Vehicle Collision,Major Loss,10.0,1.0,1.0
I2442,Multi-vehicle Collision,Major Loss,11.0,3.0,1.0
I2443,Multi-vehicle Collision,Total Loss,1.0,3.0,1.0
I2444,Single Vehicle Collision,Total Loss,20.0,1.0,1.0
I2445,Multi-vehicle Collision,Minor Loss,22.0,3.0,1.0
I2446,Multi-vehicle Collision,Total Loss,3.0,3.0,1.0
I2447,Vehicle Theft,Total Loss,20.0,1.0,1.0
I2448,Single Vehicle Collision,Minor Loss,4.0,1.0,0.0
I2449,Single Vehicle Collision,Total Loss,1.0,1.0,1.0
I2450,Single Vehicle Collision,Total Loss,6.0,1.0,0.0
I2451,Vehicle Theft,Minor Loss,0.0,1.0,1.0
I2452,Single Vehicle Collision,Total Loss,17.0,1.0,0.0
I2453,Vehicle Theft,Minor Loss,2.0,1.0,1.0
I2454,Parked Car,Major Loss,17.0,1.0,1.0
I2455,Multi-vehicle Collision,Major Loss,7.0,3.0,1.0
I2456,Single Vehicle Collision,Total Loss,5.0,1.0,0.0
I2457,Single Vehicle Collision,Major Loss,3.0,1.0,0.0
I2458,Single Vehicle Collision,Major Loss,4.0,1.0,1.0
I2459,Parked Car,Minor Loss,18.0,1.0,1.0
I2460,Multi-vehicle Collision,Total Loss,17.0,3.0,1.0
I2461,Parked Car,Total Loss,21.0,1.0,1.0
I2462,Vehicle Theft,Minor Loss,19.0,1.0,1.0
I2463,Single Vehicle Collision,Total Loss,10.0,1.0,0.0
I2464,Single Vehicle Collision,Major Loss,6.0,1.0,1.0
I2465,Single Vehicle Collision,Major Loss,23.0,1.0,1.0
I2466,Single Vehicle Collision,Major Loss,5.0,1.0,0.0
I2467,Multi-vehicle Collision,Minor Loss,17.0,3.0,0.0
I2468,Multi-vehicle Collision,Major Loss,17.0,3.0,1.0
I2469,Single Vehicle Collision,Minor Loss,12.0,1.0,1.0
I2470,Vehicle Theft,Total Loss,14.0,1.0,1.0
I2471,Multi-vehicle Collision,Major Loss,14.0,3.0,1.0
I2472,Single Vehicle Collision,Minor Loss,18.0,1.0,1.0
I2473,Single Vehicle Collision,Minor Loss,23.0,1.0,1.0
I2474,Vehicle Theft,Total Loss,6.0,1.0,1.0
I2475,Multi-vehicle Collision,Minor Loss,3.0,2.0,1.0
I2476,Single Vehicle Collision,Major Loss,15.0,1.0,0.0
I2477,Single Vehicle Collision,Major Loss,17.0,1.0,1.0
I2478,Multi-vehicle Collision,Total Loss,18.0,3.0,1.0
I2479,Single Vehicle Collision,Major Loss,18.0,1.0,0.0
I2480,Vehicle Theft,Minor Loss,6.0,1.0,0.0
I2481,Multi-vehicle Collision,Minor Loss,12.0,3.0,0.0
I2482,Multi-vehicle Collision,Minor Loss,4.0,3.0,1.0
I2483,Multi-vehicle Collision,Minor Loss,13.0,3.0,0.0
I2484,Parked Car,Major Loss,22.0,1.0,0.0
I2485,Single Vehicle Collision,Total Loss,0.0,1.0,1.0
I2486,Parked Car,Total Loss,23.0,1.0,0.0
I2487,Single Vehicle Collision,Total Loss,11.0,1.0,1.0
I2488,Single Vehicle Collision,Total Loss,18.0,1.0,1.0
I2489,Multi-vehicle Collision,Minor Loss,18.0,2.0,1.0
I2490,Multi-vehicle Collision,Total Loss,16.0,3.0,0.0
I2491,Multi-vehicle Collision,Minor Loss,11.0,3.0,0.0
I2492,Single Vehicle Collision,Major Loss,3.0,1.0,0.0
I2493,Multi-vehicle Collision,Major Loss,21.0,2.0,0.0
I2494,Vehicle Theft,Total Loss,20.0,1.0,0.0
I2495,Parked Car,Minor Loss,20.0,1.0,1.0
I2496,Multi-vehicle Collision,Minor Loss,8.0,3.0,1.0
I2497,Multi-vehicle Collision,Major Loss,17.0,4.0,0.0
I2498,Multi-vehicle Collision,Total Loss,10.0,3.0,1.0
I2499,Multi-vehicle Collision,Total Loss,0.0,3.0,0.0
I2500,Multi-vehicle Collision,Major Loss,23.0,3.0,0.0
I2501,Single Vehicle Collision,Total Loss,17.0,1.0,0.0
I2502,Vehicle Theft,Total Loss,2.0,1.0,0.0
I2503,Multi-vehicle Collision,Total Loss,0.0,3.0,1.0
I2504,Single Vehicle Collision,Total Loss,5.0,1.0,1.0
I2505,Parked Car,Minor Loss,4.0,1.0,1.0
I2506,Single Vehicle Collision,Major Loss,15.0,1.0,1.0
I2507,Single Vehicle Collision,Major Loss,15.0,1.0,1.0
I2508,Single Vehicle Collision,Major Loss,11.0,1.0,1.0
I2509,Parked Car,Major Loss,15.0,1.0,0.0
I2510,Single Vehicle Collision,Total Loss,1.0,1.0,1.0
I2511,Multi-vehicle Collision,Minor Loss,10.0,3.0,1.0
I2512,Multi-vehicle Collision,Minor Loss,14.0,3.0,0.0
I2513,Multi-vehicle Collision,Minor Loss,22.0,4.0,0.0
I2514,Single Vehicle Collision,Total Loss,4.0,1.0,1.0
I2515,Single Vehicle Collision,Minor Loss,18.0,1.0,1.0
I2516,Multi-vehicle Collision,Total Loss,3.0,3.0,1.0
I2517,Single Vehicle Collision,Total Loss,11.0,1.0,1.0
I2518,Single Vehicle Collision,Major Loss,14.0,1.0,1.0
I2519,Multi-vehicle Collision,Total Loss,18.0,3.0,1.0
I2520,Parked Car,Minor Loss,1.0,1.0,1.0
I2521,Single Vehicle Collision,Minor Loss,21.0,1.0,1.0
I2522,Vehicle Theft,Total Loss,17.0,1.0,1.0
I2523,Single Vehicle Collision,Minor Loss,3.0,1.0,1.0
I2524,Single Vehicle Collision,Major Loss,8.0,1.0,0.0
I2525,Single Vehicle Collision,Major Loss,3.0,1.0,1.0
I2526,Vehicle Theft,Major Loss,2.0,1.0,0.0
I2527,Multi-vehicle Collision,Major Loss,1.0,3.0,0.0
I2528,Single Vehicle Collision,Total Loss,4.0,1.0,1.0
I2529,Single Vehicle Collision,Total Loss,0.0,1.0,1.0
I2530,Parked Car,Total Loss,14.0,1.0,0.0
I2531,Multi-vehicle Collision,Total Loss,11.0,3.0,1.0
I2532,Parked Car,Minor Loss,20.0,1.0,1.0
I2533,Vehicle Theft,Major Loss,16.0,1.0,1.0
I2534,Multi-vehicle Collision,Major Loss,0.0,3.0,0.0
I2535,Single Vehicle Collision,Total Loss,8.0,1.0,0.0
I2536,Single Vehicle Collision,Total Loss,6.0,1.0,1.0
I2537,Single Vehicle Collision,Total Loss,21.0,1.0,0.0
I2538,Vehicle Theft,Major Loss,18.0,1.0,0.0
I2539,Single Vehicle Collision,Total Loss,13.0,1.0,0.0
I2540,Multi-vehicle Collision,Major Loss,20.0,3.0,1.0
I2541,Single Vehicle Collision,Major Loss,5.0,1.0,0.0
I2542,Single Vehicle Collision,Minor Loss,22.0,1.0,0.0
I2543,Multi-vehicle Collision,Total Loss,23.0,3.0,0.0
I2544,Multi-vehicle Collision,Minor Loss,2.0,3.0,0.0
I2545,Single Vehicle Collision,Total Loss,1.0,1.0,0.0
I2546,Multi-vehicle Collision,Major Loss,12.0,3.0,1.0
I2547,Vehicle Theft,Total Loss,23.0,1.0,1.0
I2548,Single Vehicle Collision,Major Loss,4.0,1.0,1.0
I2549,Multi-vehicle Collision,Minor Loss,16.0,3.0,0.0
