accidentType,authoritiesInvolved,driverAge,driverExperience,driverGender,educationLevel,incidentSeverity,incidentTime,index,insuranceAccess,insurancePremium,licenceType,numBodilyInjuries,numVehiclesInvolved,policeReportBool,timeAsCustomer,totalClaimAmount,vehicleAge,fraud
Multi-vehicle Collision,Police,27.0,11.0,0.0,High School,Minor Damage,23.0,614.0,1000.0,1203.0,Full,-0.0,3.0,1.0,75.0,79560.0,12.0,0
Vehicle Theft,,25.0,5.0,1.0,PhD,Minor Damage,5.0,96.0,2000.0,1075.0,Full,2.0,1.0,1.0,80.0,6930.0,14.0,0
Multi-vehicle Collision,Other,38.0,17.0,,Bachelor,Minor Loss,8.0,2028.0,500.0,1158.0,Full,-0.0,3.0,1.0,111.0,1000.0,9.0,0
Single Vehicle Collision,Ambulance,63.0,44.0,,Bachelor,Minor Loss,5.0,1139.0,1000.0,1263.0,Full,0.0,1.0,0.0,92.0,7000.0,8.0,0
Multi-vehicle Collision,Police,29.0,7.0,,Bachelor,Total Loss,1.0,2108.0,2000.0,1496.0,Full,0.0,3.0,1.0,72.0,5000.0,5.0,0
Single Vehicle Collision,Other,41.0,20.0,0.0,PhD,Minor Damage,4.0,278.0,500.0,1411.0,Full,1.0,1.0,-0.0,264.0,60390.0,11.0,1
Multi-vehicle Collision,Police,38.0,19.0,,Bachelor,Total Loss,4.0,1082.0,1000.0,1184.0,Full,-0.0,3.0,1.0,68.0,8000.0,17.0,0
Single Vehicle Collision,Police,40.0,24.0,,High School,Major Loss,9.0,1057.0,1000.0,1215.0,Full,1.0,1.0,1.0,32.0,4000.0,4.0,1
Single Vehicle Collision,,60.0,41.0,,College,Minor Loss,10.0,1677.0,1000.0,1189.0,Full,1.0,1.0,1.0,23.0,6000.0,17.0,0
Multi-vehicle Collision,Other,40.0,24.0,1.0,JD,Minor Damage,10.0,555.0,500.0,1256.0,Full,1.0,3.0,1.0,204.0,41700.0,2.0,0
Single Vehicle Collision,Police,62.0,41.0,,High School,Major Loss,1.0,2075.0,2000.0,1349.0,Full,1.0,1.0,1.0,38.0,4000.0,8.0,0
Single Vehicle Collision,Police,26.0,4.0,,PhD,Major Loss,7.0,2378.0,500.0,1618.0,P2,1.0,1.0,-0.0,22.0,5000.0,8.0,0
Parked Car,,29.0,9.0,,High School,Minor Loss,5.0,1807.0,500.0,1390.0,Full,1.0,1.0,1.0,58.0,10000.0,19.0,0
Single Vehicle Collision,Police,37.0,16.0,,High School,Total Loss,10.0,1770.0,2000.0,1544.0,Full,-0.0,1.0,-0.0,98.0,4000.0,13.0,0
Single Vehicle Collision,Ambulance,60.0,40.0,-0.0,MD,Major Damage,23.0,849.0,1000.0,1179.0,Full,1.0,1.0,1.0,427.0,90860.0,11.0,0
Single Vehicle Collision,Police,58.0,39.0,,High School,Minor Loss,10.0,1727.0,500.0,845.0,Full,1.0,1.0,-0.0,60.0,4000.0,8.0,0
Multi-vehicle Collision,Ambulance,33.0,16.0,1.0,College,Major Damage,23.0,403.0,2000.0,1463.0,Full,2.0,3.0,0.0,159.0,44880.0,11.0,0
Multi-vehicle Collision,Ambulance,32.0,11.0,,High School,Total Loss,21.0,1903.0,500.0,941.0,Full,1.0,2.0,1.0,113.0,1000.0,10.0,1
Multi-vehicle Collision,,60.0,39.0,,Bachelor,Total Loss,18.0,2231.0,1000.0,882.0,Full,1.0,3.0,0.0,68.0,1000.0,7.0,0
Multi-vehicle Collision,,27.0,6.0,,Bachelor,Total Loss,15.0,1792.0,1000.0,1570.0,Full,0.0,3.0,0.0,104.0,3000.0,19.0,0
Single Vehicle Collision,,26.0,8.0,,Bachelor,Total Loss,13.0,2539.0,500.0,1074.0,Full,0.0,1.0,1.0,78.0,6000.0,8.0,0
Single Vehicle Collision,,60.0,39.0,,Bachelor,Minor Loss,12.0,1962.0,1000.0,1320.0,Full,0.0,1.0,1.0,58.0,9000.0,5.0,0
Single Vehicle Collision,Police,28.0,6.0,,High School,Major Loss,4.0,2361.0,1000.0,1428.0,Full,-0.0,1.0,0.0,12.0,9000.0,6.0,0
Single Vehicle Collision,Ambulance,44.0,26.0,,PhD,Major Loss,1.0,2435.0,2000.0,1233.0,Full,1.0,1.0,1.0,88.0,7000.0,5.0,0
Single Vehicle Collision,Other,34.0,16.0,0.0,Associate,Major Damage,18.0,656.0,1000.0,1576.0,Full,1.0,1.0,1.0,198.0,95000.0,14.0,0
Single Vehicle Collision,Fire,28.0,10.0,1.0,Associate,Major Damage,18.0,167.0,2000.0,1588.0,Full,2.0,1.0,1.0,14.0,71280.0,3.0,1
Single Vehicle Collision,Police,38.0,17.0,,High School,Total Loss,8.0,2404.0,2000.0,1174.0,Full,1.0,1.0,-0.0,12.0,10000.0,1.0,0
Vehicle Theft,,48.0,26.0,1.0,MD,Minor Damage,7.0,814.0,2000.0,1423.0,Full,1.0,1.0,-0.0,282.0,3520.0,2.0,0
Vehicle Theft,Ambulance,34.0,12.0,,Bachelor,Total Loss,21.0,1362.0,1000.0,990.0,Full,1.0,1.0,1.0,49.0,10000.0,4.0,0
Multi-vehicle Collision,Ambulance,50.0,32.0,,Bachelor,Total Loss,23.0,1016.0,1000.0,1638.0,Full,-0.0,3.0,1.0,114.0,1000.0,5.0,0
Single Vehicle Collision,Ambulance,30.0,13.0,,Bachelor,Minor Loss,2.0,1554.0,2000.0,1273.0,Full,-0.0,1.0,-0.0,17.0,9000.0,19.0,0
Multi-vehicle Collision,Police,57.0,37.0,1.0,PhD,Major Damage,10.0,463.0,2000.0,1376.0,Full,2.0,3.0,0.0,448.0,47760.0,2.0,0
Multi-vehicle Collision,Other,37.0,18.0,1.0,Associate,Total Loss,15.0,454.0,500.0,1482.0,Full,2.0,3.0,-0.0,20.0,60750.0,12.0,1
Single Vehicle Collision,,35.0,14.0,,High School,Total Loss,18.0,2061.0,1000.0,1310.0,Full,-0.0,1.0,-0.0,97.0,3000.0,20.0,0
Single Vehicle Collision,Ambulance,32.0,16.0,0.0,JD,Minor Damage,4.0,660.0,500.0,895.0,Full,-0.0,1.0,1.0,101.0,43600.0,5.0,0
Single Vehicle Collision,Ambulance,51.0,35.0,,PhD,Minor Loss,23.0,2372.0,500.0,1353.0,Full,-0.0,1.0,1.0,38.0,7000.0,13.0,0
Single Vehicle Collision,Other,44.0,23.0,0.0,MD,Total Loss,21.0,992.0,1000.0,1281.0,Full,-0.0,1.0,0.0,257.0,46980.0,13.0,0
Single Vehicle Collision,Police,60.0,44.0,,Bachelor,Major Loss,10.0,1182.0,1000.0,1362.0,Full,1.0,1.0,1.0,8.0,10000.0,16.0,0
Parked Car,Police,37.0,21.0,,College,Major Loss,4.0,1826.0,2000.0,1238.0,Full,1.0,1.0,1.0,72.0,9000.0,-0.0,0
Parked Car,,34.0,14.0,1.0,JD,Minor Damage,3.0,444.0,1000.0,1057.0,Full,2.0,1.0,-0.0,120.0,3770.0,13.0,0
Parked Car,,36.0,16.0,1.0,College,Trivial Damage,9.0,89.0,2000.0,1318.0,Full,0.0,1.0,1.0,31.0,4700.0,13.0,0
Parked Car,,64.0,42.0,,Bachelor,Major Loss,18.0,1194.0,500.0,1050.0,Full,0.0,1.0,1.0,43.0,9000.0,15.0,0
Single Vehicle Collision,Police,39.0,22.0,,Bachelor,Minor Loss,16.0,2121.0,500.0,1051.0,Full,1.0,1.0,0.0,46.0,4000.0,17.0,0
Multi-vehicle Collision,Other,25.0,3.0,1.0,College,Major Damage,12.0,90.0,1000.0,1227.0,P2,2.0,3.0,0.0,41.0,45120.0,4.0,0
Multi-vehicle Collision,Ambulance,48.0,31.0,,High School,Major Loss,19.0,1637.0,1000.0,1655.0,Full,1.0,3.0,0.0,25.0,6000.0,8.0,0
Multi-vehicle Collision,Fire,43.0,21.0,1.0,JD,Major Damage,14.0,617.0,500.0,984.0,Full,2.0,2.0,-0.0,255.0,74700.0,8.0,0
Vehicle Theft,,34.0,15.0,0.0,JD,Minor Damage,5.0,28.0,500.0,848.0,Full,2.0,1.0,0.0,202.0,5720.0,12.0,0
Single Vehicle Collision,Police,53.0,34.0,,Bachelor,Minor Loss,11.0,1896.0,1000.0,1227.0,Full,1.0,1.0,1.0,28.0,5000.0,17.0,0
Single Vehicle Collision,Police,54.0,37.0,,Bachelor,Minor Loss,1.0,1873.0,1000.0,1199.0,Full,0.0,1.0,0.0,110.0,8000.0,20.0,0
Parked Car,Ambulance,44.0,27.0,,Masters,Major Loss,9.0,1396.0,1000.0,1498.0,Full,-0.0,1.0,1.0,17.0,4000.0,5.0,0
Single Vehicle Collision,Police,31.0,13.0,1.0,High School,Minor Damage,19.0,428.0,1000.0,1338.0,Full,1.0,1.0,0.0,91.0,60570.0,4.0,1
Multi-vehicle Collision,Police,55.0,39.0,,Bachelor,Minor Loss,14.0,1393.0,500.0,891.0,Full,1.0,3.0,1.0,99.0,9000.0,2.0,1
Multi-vehicle Collision,Ambulance,25.0,6.0,,Bachelor,Total Loss,5.0,2200.0,1000.0,1300.0,Full,1.0,3.0,1.0,74.0,2000.0,2.0,0
Multi-vehicle Collision,Police,53.0,31.0,,Bachelor,Total Loss,19.0,1511.0,1000.0,1471.0,Full,1.0,3.0,1.0,58.0,1000.0,9.0,0
Parked Car,,44.0,25.0,,Bachelor,Major Loss,19.0,1264.0,1000.0,926.0,Full,1.0,1.0,1.0,59.0,8000.0,10.0,1
Multi-vehicle Collision,Ambulance,43.0,22.0,,MD,Minor Loss,12.0,1760.0,1000.0,1299.0,Full,1.0,3.0,-0.0,101.0,7000.0,8.0,0
Single Vehicle Collision,,26.0,5.0,,Bachelor,Minor Loss,18.0,2472.0,1000.0,1024.0,Full,1.0,1.0,1.0,94.0,1000.0,2.0,0
Single Vehicle Collision,Ambulance,25.0,6.0,,College,Total Loss,10.0,1995.0,2000.0,1275.0,Full,1.0,1.0,1.0,53.0,10000.0,18.0,0
Single Vehicle Collision,Police,42.0,21.0,1.0,College,Minor Damage,18.0,111.0,500.0,1338.0,Full,1.0,1.0,1.0,261.0,74700.0,5.0,0
Multi-vehicle Collision,Ambulance,33.0,13.0,,Bachelor,Major Loss,6.0,2391.0,1000.0,1330.0,Full,0.0,2.0,1.0,86.0,6000.0,8.0,0
Single Vehicle Collision,Ambulance,37.0,20.0,,High School,Minor Loss,23.0,2208.0,500.0,851.0,Full,0.0,1.0,0.0,75.0,9000.0,11.0,0
Single Vehicle Collision,Ambulance,29.0,7.0,1.0,MD,Minor Damage,12.0,782.0,1000.0,1426.0,Full,-0.0,1.0,-0.0,70.0,69360.0,6.0,0
Parked Car,,33.0,15.0,,Masters,Major Loss,1.0,2265.0,2000.0,1102.0,Full,-0.0,1.0,1.0,55.0,5000.0,13.0,0
Single Vehicle Collision,Ambulance,60.0,41.0,,High School,Total Loss,1.0,1883.0,2000.0,1096.0,Full,-0.0,1.0,1.0,82.0,3000.0,8.0,0
Vehicle Theft,,44.0,25.0,0.0,Associate,Minor Damage,20.0,5.0,1000.0,1584.0,Full,-0.0,1.0,0.0,228.0,6500.0,6.0,0
Multi-vehicle Collision,Other,47.0,31.0,,PhD,Major Loss,1.0,2431.0,2000.0,1185.0,Full,1.0,3.0,-0.0,68.0,5000.0,4.0,0
Multi-vehicle Collision,Other,42.0,22.0,0.0,JD,Total Loss,15.0,569.0,1000.0,1588.0,Full,1.0,3.0,-0.0,292.0,84600.0,8.0,0
Single Vehicle Collision,,49.0,32.0,,Bachelor,Minor Loss,1.0,1240.0,500.0,1068.0,Full,1.0,1.0,0.0,52.0,2000.0,20.0,0
Single Vehicle Collision,Police,46.0,24.0,,High School,Major Loss,21.0,1673.0,500.0,1179.0,Full,1.0,1.0,0.0,80.0,7000.0,7.0,0
Multi-vehicle Collision,,35.0,17.0,,Masters,Minor Loss,13.0,1446.0,500.0,1615.0,Full,1.0,2.0,-0.0,23.0,5000.0,19.0,0
Multi-vehicle Collision,Ambulance,64.0,43.0,,College,Minor Loss,15.0,1361.0,1000.0,1158.0,Full,1.0,3.0,-0.0,14.0,4000.0,0.0,0
Single Vehicle Collision,Police,55.0,37.0,,Bachelor,Total Loss,16.0,1880.0,1000.0,1509.0,Full,1.0,1.0,1.0,73.0,9000.0,8.0,1
Single Vehicle Collision,Police,42.0,25.0,,College,Minor Loss,22.0,1699.0,2000.0,1405.0,Full,1.0,1.0,1.0,109.0,9000.0,1.0,0
Single Vehicle Collision,Other,32.0,15.0,1.0,PhD,Total Loss,17.0,151.0,1000.0,1000.0,Full,1.0,1.0,0.0,134.0,82720.0,1.0,0
Vehicle Theft,Police,40.0,21.0,1.0,PhD,Trivial Damage,3.0,439.0,1000.0,1576.0,Full,1.0,1.0,0.0,211.0,3190.0,11.0,0
Multi-vehicle Collision,Police,44.0,24.0,,High School,Major Loss,1.0,1463.0,2000.0,1620.0,Full,1.0,3.0,1.0,8.0,7000.0,20.0,1
Multi-vehicle Collision,Police,30.0,13.0,,High School,Major Loss,15.0,2393.0,1000.0,1451.0,Full,1.0,3.0,1.0,28.0,4000.0,9.0,0
Single Vehicle Collision,Other,38.0,19.0,1.0,Associate,Major Damage,12.0,503.0,2000.0,1133.0,Full,1.0,1.0,0.0,202.0,77440.0,10.0,0
Multi-vehicle Collision,Fire,34.0,15.0,1.0,Masters,Total Loss,18.0,165.0,500.0,1495.0,Full,2.0,3.0,1.0,122.0,99990.0,4.0,1
Parked Car,Ambulance,40.0,22.0,,High School,Major Loss,15.0,1775.0,1000.0,1491.0,Full,1.0,1.0,1.0,25.0,5000.0,10.0,1
Vehicle Theft,Ambulance,44.0,27.0,,Bachelor,Major Loss,15.0,1809.0,500.0,1248.0,Full,1.0,1.0,0.0,54.0,8000.0,15.0,0
Single Vehicle Collision,Other,61.0,45.0,1.0,High School,Minor Damage,3.0,769.0,1000.0,1233.0,Full,2.0,1.0,1.0,446.0,70500.0,8.0,0
Multi-vehicle Collision,Ambulance,26.0,5.0,,MD,Minor Loss,19.0,1996.0,2000.0,1317.0,Full,1.0,4.0,1.0,85.0,4000.0,3.0,0
Multi-vehicle Collision,Ambulance,57.0,37.0,,Bachelor,Minor Loss,1.0,2288.0,1000.0,1472.0,Full,1.0,2.0,1.0,50.0,6000.0,12.0,0
Multi-vehicle Collision,Other,51.0,30.0,,PhD,Minor Loss,4.0,1193.0,2000.0,1292.0,Full,-0.0,3.0,1.0,73.0,6000.0,13.0,0
Single Vehicle Collision,Fire,41.0,22.0,0.0,MD,Minor Damage,23.0,562.0,2000.0,946.0,Full,-0.0,1.0,0.0,272.0,84100.0,6.0,0
Parked Car,Police,48.0,27.0,,Bachelor,Minor Loss,20.0,2532.0,2000.0,1606.0,Full,1.0,1.0,0.0,94.0,5000.0,10.0,0
Single Vehicle Collision,Fire,43.0,25.0,1.0,JD,Total Loss,18.0,871.0,500.0,982.0,Full,1.0,1.0,0.0,260.0,75400.0,4.0,0
Multi-vehicle Collision,Other,44.0,22.0,1.0,Masters,Total Loss,12.0,376.0,1000.0,974.0,Full,1.0,3.0,1.0,315.0,26730.0,9.0,0
Parked Car,Ambulance,28.0,12.0,,College,Minor Loss,11.0,1769.0,500.0,1583.0,Full,1.0,1.0,1.0,95.0,3000.0,8.0,0
Vehicle Theft,Ambulance,30.0,13.0,,College,Major Loss,23.0,1301.0,1000.0,1153.0,Full,1.0,1.0,1.0,109.0,3000.0,17.0,0
Multi-vehicle Collision,Ambulance,47.0,29.0,,PhD,Major Loss,10.0,1773.0,1000.0,954.0,Full,1.0,2.0,1.0,102.0,8000.0,8.0,0
Multi-vehicle Collision,Police,21.0,4.0,-0.0,Associate,Total Loss,19.0,851.0,1000.0,1556.0,P2,2.0,3.0,1.0,13.0,94930.0,1.0,0
Vehicle Theft,Police,40.0,21.0,1.0,PhD,Trivial Damage,3.0,439.0,1000.0,1576.0,Full,1.0,1.0,-0.0,211.0,3190.0,11.0,0
Multi-vehicle Collision,Ambulance,49.0,30.0,,Bachelor,Total Loss,3.0,2446.0,500.0,1499.0,Full,1.0,3.0,0.0,57.0,1000.0,9.0,0
Single Vehicle Collision,Ambulance,52.0,32.0,,Bachelor,Major Loss,13.0,1583.0,2000.0,1230.0,Full,1.0,1.0,-0.0,8.0,2000.0,20.0,0
Multi-vehicle Collision,,36.0,20.0,,MD,Minor Loss,12.0,2481.0,500.0,1526.0,Full,0.0,3.0,1.0,90.0,6000.0,4.0,0
Single Vehicle Collision,Other,43.0,21.0,1.0,JD,Minor Damage,22.0,351.0,1000.0,1244.0,Full,1.0,1.0,0.0,250.0,64900.0,4.0,0
Single Vehicle Collision,Police,53.0,36.0,,High School,Major Loss,9.0,1779.0,1000.0,1323.0,Full,1.0,1.0,1.0,19.0,8000.0,0.0,0
Vehicle Theft,Police,34.0,14.0,1.0,PhD,Trivial Damage,5.0,49.0,1000.0,1124.0,Full,2.0,1.0,1.0,175.0,7290.0,20.0,0
Multi-vehicle Collision,Ambulance,63.0,42.0,,High School,Minor Loss,20.0,2132.0,1000.0,1386.0,Full,1.0,3.0,-0.0,99.0,10000.0,6.0,0
Multi-vehicle Collision,,45.0,26.0,,PhD,Major Loss,1.0,2527.0,1000.0,1138.0,Full,0.0,3.0,1.0,11.0,2000.0,-0.0,0
Single Vehicle Collision,Other,37.0,16.0,1.0,Masters,Total Loss,17.0,980.0,1000.0,1332.0,Full,-0.0,1.0,1.0,229.0,54560.0,11.0,0
Parked Car,Police,40.0,20.0,0.0,Associate,Trivial Damage,20.0,628.0,500.0,1451.0,Full,0.0,1.0,0.0,228.0,6050.0,5.0,0
Multi-vehicle Collision,Police,29.0,13.0,1.0,PhD,Minor Damage,7.0,3.0,2000.0,1413.0,Full,2.0,3.0,-0.0,134.0,34650.0,8.0,0
Parked Car,,64.0,42.0,,Bachelor,Major Loss,18.0,1194.0,500.0,1050.0,Full,-0.0,1.0,1.0,43.0,9000.0,15.0,0
Single Vehicle Collision,Ambulance,49.0,33.0,,Bachelor,Minor Loss,13.0,1207.0,1000.0,1676.0,Full,1.0,1.0,-0.0,116.0,1000.0,15.0,0
Multi-vehicle Collision,Ambulance,26.0,7.0,1.0,JD,Minor Damage,14.0,274.0,500.0,975.0,Full,1.0,3.0,0.0,107.0,59700.0,13.0,0
Single Vehicle Collision,Police,53.0,36.0,,High School,Major Loss,9.0,1779.0,1000.0,1323.0,Full,1.0,1.0,1.0,19.0,8000.0,-0.0,0
Vehicle Theft,Police,40.0,23.0,1.0,PhD,Minor Damage,14.0,283.0,2000.0,1316.0,Full,-0.0,1.0,1.0,201.0,6820.0,12.0,0
Multi-vehicle Collision,Ambulance,40.0,22.0,,Bachelor,Total Loss,4.0,1663.0,1000.0,1338.0,Full,1.0,3.0,1.0,51.0,5000.0,14.0,0
Multi-vehicle Collision,Ambulance,27.0,9.0,1.0,Masters,Major Damage,21.0,133.0,500.0,965.0,Full,0.0,3.0,-0.0,112.0,51000.0,2.0,1
Multi-vehicle Collision,,60.0,42.0,,High School,Total Loss,11.0,1610.0,2000.0,1154.0,Full,1.0,3.0,1.0,64.0,9000.0,8.0,0
Single Vehicle Collision,Ambulance,43.0,26.0,-0.0,MD,Total Loss,13.0,547.0,2000.0,1221.0,Full,-0.0,1.0,-0.0,230.0,75460.0,13.0,0
Single Vehicle Collision,Other,38.0,18.0,1.0,College,Major Damage,20.0,242.0,2000.0,1540.0,Full,2.0,1.0,-0.0,177.0,73700.0,14.0,0
Multi-vehicle Collision,Ambulance,38.0,18.0,1.0,Masters,Major Damage,19.0,890.0,2000.0,1253.0,Full,2.0,3.0,-0.0,191.0,56320.0,8.0,0
Parked Car,Ambulance,39.0,18.0,,Bachelor,Major Loss,19.0,2254.0,1000.0,1194.0,Full,1.0,1.0,1.0,114.0,3000.0,9.0,0
Multi-vehicle Collision,Ambulance,48.0,31.0,,High School,Major Loss,19.0,1372.0,1000.0,1169.0,Full,1.0,4.0,1.0,6.0,3000.0,6.0,0
Multi-vehicle Collision,,58.0,38.0,,MD,Minor Loss,5.0,1697.0,2000.0,1497.0,Full,1.0,3.0,1.0,16.0,4000.0,20.0,0
Multi-vehicle Collision,Ambulance,48.0,31.0,0.0,Masters,Major Damage,16.0,85.0,2000.0,770.0,Full,2.0,2.0,0.0,284.0,60940.0,2.0,0
Vehicle Theft,Police,58.0,37.0,,High School,Major Loss,13.0,2119.0,1000.0,894.0,Full,-0.0,1.0,1.0,20.0,8000.0,12.0,0
Multi-vehicle Collision,Police,39.0,23.0,1.0,JD,Minor Damage,3.0,898.0,500.0,1036.0,Full,2.0,3.0,0.0,178.0,64680.0,5.0,0
Single Vehicle Collision,Police,38.0,18.0,1.0,Masters,Total Loss,18.0,641.0,2000.0,1441.0,Full,2.0,1.0,1.0,182.0,89650.0,10.0,0
Single Vehicle Collision,Other,56.0,40.0,,College,Major Loss,23.0,1245.0,2000.0,1471.0,Full,-0.0,1.0,1.0,71.0,3000.0,4.0,0
Single Vehicle Collision,Police,40.0,23.0,,Bachelor,Major Loss,2.0,2205.0,1000.0,1589.0,Full,1.0,1.0,0.0,111.0,9000.0,3.0,0
Multi-vehicle Collision,Police,50.0,28.0,,High School,Minor Loss,1.0,1739.0,1000.0,1548.0,Full,1.0,2.0,-0.0,88.0,8000.0,2.0,0
Multi-vehicle Collision,Ambulance,43.0,22.0,,MD,Minor Loss,12.0,1760.0,1000.0,1299.0,Full,1.0,3.0,-0.0,101.0,7000.0,8.0,0
Vehicle Theft,Police,41.0,24.0,-0.0,College,Trivial Damage,3.0,819.0,1000.0,999.0,Full,2.0,1.0,0.0,286.0,4100.0,6.0,0
Single Vehicle Collision,Ambulance,33.0,15.0,,College,Major Loss,12.0,1355.0,1000.0,1189.0,Full,0.0,1.0,1.0,73.0,8000.0,-0.0,0
Vehicle Theft,Ambulance,43.0,27.0,,Bachelor,Minor Loss,11.0,2026.0,1000.0,1597.0,Full,1.0,1.0,1.0,62.0,8000.0,17.0,0
Single Vehicle Collision,Police,43.0,23.0,,College,Total Loss,5.0,2456.0,500.0,1121.0,Full,-0.0,1.0,-0.0,109.0,7000.0,3.0,0
Single Vehicle Collision,Ambulance,52.0,36.0,,PhD,Major Loss,17.0,1605.0,2000.0,1609.0,Full,1.0,1.0,1.0,38.0,3000.0,9.0,0
Single Vehicle Collision,Other,63.0,46.0,,Masters,Minor Loss,14.0,1085.0,500.0,1603.0,Full,1.0,1.0,1.0,63.0,3000.0,19.0,0
Vehicle Theft,,41.0,23.0,1.0,Associate,Minor Damage,6.0,783.0,2000.0,1615.0,Full,0.0,1.0,0.0,233.0,3740.0,4.0,1
Multi-vehicle Collision,Ambulance,29.0,11.0,,High School,Major Loss,20.0,1249.0,2000.0,973.0,Full,1.0,3.0,1.0,106.0,10000.0,8.0,0
Single Vehicle Collision,Ambulance,41.0,22.0,,High School,Major Loss,12.0,1132.0,2000.0,958.0,Full,1.0,1.0,1.0,30.0,7000.0,2.0,0
Single Vehicle Collision,,30.0,12.0,,MD,Minor Loss,3.0,1129.0,1000.0,937.0,Full,1.0,1.0,0.0,67.0,9000.0,9.0,0
Single Vehicle Collision,Other,20.0,2.0,1.0,High School,Minor Damage,22.0,655.0,1000.0,1190.0,P1,1.0,1.0,1.0,2.0,48360.0,15.0,0
Parked Car,Other,25.0,7.0,,College,Minor Loss,18.0,2373.0,500.0,1382.0,Full,1.0,1.0,-0.0,87.0,1000.0,3.0,0
Multi-vehicle Collision,Ambulance,56.0,39.0,,College,Minor Loss,3.0,1798.0,1000.0,1674.0,Full,-0.0,4.0,1.0,93.0,8000.0,16.0,1
Multi-vehicle Collision,Other,23.0,7.0,1.0,College,Minor Damage,17.0,43.0,500.0,1476.0,Full,1.0,3.0,-0.0,37.0,51660.0,5.0,0
Multi-vehicle Collision,Other,40.0,24.0,0.0,JD,Minor Damage,17.0,484.0,1000.0,1227.0,Full,2.0,2.0,0.0,222.0,81500.0,2.0,0
Parked Car,,63.0,45.0,,High School,Major Loss,11.0,1053.0,2000.0,1653.0,Full,1.0,1.0,0.0,64.0,8000.0,13.0,0
Single Vehicle Collision,Police,55.0,38.0,,College,Total Loss,11.0,1750.0,500.0,1135.0,Full,-0.0,1.0,1.0,85.0,7000.0,5.0,1
Multi-vehicle Collision,Ambulance,52.0,31.0,,Bachelor,Minor Loss,18.0,1839.0,2000.0,1502.0,Full,1.0,4.0,1.0,36.0,4000.0,0.0,0
Multi-vehicle Collision,Police,57.0,40.0,,Masters,Total Loss,3.0,1333.0,1000.0,1410.0,Full,-0.0,3.0,1.0,73.0,10000.0,5.0,1
Single Vehicle Collision,,50.0,28.0,,Bachelor,Total Loss,-0.0,1012.0,1000.0,1312.0,Full,1.0,1.0,1.0,69.0,6000.0,6.0,1
Multi-vehicle Collision,Ambulance,44.0,22.0,1.0,Associate,Major Damage,20.0,352.0,2000.0,1031.0,Full,1.0,3.0,-0.0,270.0,35900.0,8.0,1
Parked Car,,59.0,41.0,1.0,JD,Minor Damage,8.0,158.0,500.0,1344.0,Full,2.0,1.0,-0.0,428.0,6500.0,2.0,0
Single Vehicle Collision,Fire,46.0,26.0,-0.0,MD,Minor Damage,7.0,858.0,2000.0,1483.0,Full,-0.0,1.0,0.0,260.0,64080.0,10.0,0
Multi-vehicle Collision,Police,64.0,45.0,,Masters,Total Loss,13.0,1744.0,2000.0,1424.0,Full,1.0,3.0,0.0,20.0,7000.0,12.0,0
Multi-vehicle Collision,Other,26.0,8.0,,High School,Total Loss,13.0,1860.0,2000.0,1243.0,Full,1.0,2.0,0.0,26.0,3000.0,2.0,0
Multi-vehicle Collision,Ambulance,37.0,19.0,-0.0,Associate,Major Damage,15.0,269.0,500.0,1080.0,Full,0.0,3.0,-0.0,156.0,41490.0,14.0,0
Multi-vehicle Collision,Fire,39.0,21.0,1.0,PhD,Total Loss,17.0,747.0,500.0,1454.0,Full,-0.0,3.0,0.0,255.0,29300.0,5.0,0
Multi-vehicle Collision,Police,47.0,26.0,,Masters,Total Loss,3.0,2285.0,2000.0,1142.0,Full,-0.0,3.0,1.0,30.0,7000.0,15.0,0
Multi-vehicle Collision,Ambulance,31.0,14.0,1.0,Associate,Major Damage,18.0,884.0,1000.0,1052.0,Full,-0.0,3.0,0.0,115.0,34160.0,10.0,0
Single Vehicle Collision,Police,26.0,6.0,,Masters,Major Loss,11.0,2508.0,2000.0,1127.0,Full,1.0,1.0,1.0,10.0,10000.0,12.0,0
Multi-vehicle Collision,Other,48.0,31.0,-0.0,Masters,Major Damage,18.0,844.0,1000.0,1244.0,Full,0.0,3.0,-0.0,297.0,54960.0,13.0,0
Single Vehicle Collision,Ambulance,58.0,38.0,,High School,Major Loss,4.0,1379.0,500.0,1414.0,Full,1.0,1.0,1.0,27.0,4000.0,16.0,0
Vehicle Theft,Police,35.0,17.0,0.0,College,Trivial Damage,8.0,557.0,2000.0,1422.0,Full,2.0,1.0,1.0,185.0,4950.0,4.0,0
Single Vehicle Collision,,61.0,44.0,,Bachelor,Total Loss,6.0,1373.0,1000.0,910.0,Full,1.0,1.0,1.0,50.0,4000.0,14.0,0
Single Vehicle Collision,Ambulance,48.0,28.0,,Bachelor,Major Loss,9.0,1343.0,1000.0,1521.0,Full,1.0,1.0,-0.0,97.0,10000.0,12.0,0
Single Vehicle Collision,Other,36.0,14.0,,Bachelor,Total Loss,14.0,1812.0,2000.0,1641.0,Full,1.0,1.0,1.0,102.0,9000.0,8.0,0
Multi-vehicle Collision,Ambulance,57.0,37.0,,Bachelor,Minor Loss,1.0,2288.0,1000.0,1472.0,Full,1.0,2.0,1.0,50.0,6000.0,12.0,0
Single Vehicle Collision,,49.0,28.0,,High School,Major Loss,15.0,2000.0,1000.0,1287.0,Full,1.0,1.0,1.0,72.0,2000.0,13.0,0
Multi-vehicle Collision,Fire,46.0,27.0,0.0,Masters,Minor Damage,3.0,611.0,1000.0,709.0,Full,1.0,3.0,-0.0,303.0,54890.0,9.0,0
